date,revenue,expenses,profit,top_selling_sku
2025-10-24,200289.16,30104.5,170184.66,SKU-SAAS-001
2025-10-25,201284.59,31408.47,169876.12,SKU-SAAS-001
2025-10-26,173906.8,28532.4,145374.4,SKU-SAAS-001
2025-10-27,175814.87,24573.28,151241.59,SKU-SAAS-003
2025-10-28,157429.79,24280.36,133149.43,SKU-SAAS-001
2025-10-29,192355.07,27594.3,164760.77,SKU-SAAS-006
2025-10-30,189368.54,30738.01,158630.53,SKU-SAAS-003
2025-10-31,186832.17,27892.63,158939.54,SKU-SAAS-001
2025-11-01,148852.99,23798.28,125054.71,SKU-SAAS-001
2025-11-02,177725.17,29091.4,148633.77,SKU-SAAS-001
2025-11-03,218833.38,35855.19,182978.19,SKU-SAAS-001
2025-11-04,203833.75,30994.88,172838.86,SKU-SAAS-001
2025-11-05,193878.36,27520.18,166358.19,SKU-SAAS-006
2025-11-06,208968.91,34242.29,174726.63,SKU-SAAS-004
2025-11-07,169350.11,24560.8,144789.31,SKU-SAAS-001
2025-11-08,172662.45,24720.9,147941.55,SKU-SAAS-001
2025-11-09,209821.25,34563.77,175257.48,SKU-SAAS-001
2025-11-10,154068.02,21580.72,132487.3,SKU-SAAS-001
2025-11-11,174416.12,26876.11,147540.01,SKU-SAAS-006
2025-11-12,191050.59,26853.36,164197.23,SKU-SAAS-006
2025-11-13,182089.71,30020.89,152068.83,SKU-SAAS-005
2025-11-14,217445.1,31245.29,186199.81,SKU-SAAS-001
2025-11-15,182990.42,28823.86,154166.56,SKU-SAAS-001
2025-11-16,196658.37,30692.28,165966.09,SKU-SAAS-001
2025-11-17,182596.75,28124.48,154472.27,SKU-SAAS-001
2025-11-18,167872.77,26654.68,141218.08,SKU-SAAS-001
2025-11-19,175458.48,25914.84,149543.64,SKU-SAAS-001
2025-11-20,217481.94,33578.59,183903.34,SKU-SAAS-003
2025-11-21,175293.95,25853.93,149440.03,SKU-SAAS-003
