date,description,amount,type,category,merchant
2024-11-25,Daily Sales Settlement,328233.07,credit,Sales Revenue,Payment Gateway
2024-11-26,Daily Sales Settlement,248178.65,credit,Sales Revenue,Payment Gateway
2024-11-27,Daily Sales Settlement,297116.01,credit,Sales Revenue,Payment Gateway
2024-11-28,Daily Sales Settlement,320426.94,credit,Sales Revenue,Payment Gateway
2024-11-28,Supplier Payment / Overheads,195288.5993261795,debit,Rent,Various Vendors
2024-11-29,Daily Sales Settlement,289185.34,credit,Sales Revenue,Payment Gateway
2024-11-30,Daily Sales Settlement,234515.15,credit,Sales Revenue,Payment Gateway
2024-12-01,Daily Sales Settlement,191317.64,credit,Sales Revenue,Payment Gateway
2024-12-02,Daily Sales Settlement,244679.9,credit,Sales Revenue,Payment Gateway
2024-12-03,Daily Sales Settlement,227002.09,credit,Sales Revenue,Payment Gateway
2024-12-04,Daily Sales Settlement,242735.89,credit,Sales Revenue,Payment Gateway
2024-12-05,Daily Sales Settlement,182520.44,credit,Sales Revenue,Payment Gateway
2024-12-06,Daily Sales Settlement,186309.74,credit,Sales Revenue,Payment Gateway
2024-12-06,Supplier Payment / Overheads,146672.79443980395,debit,Payroll,Various Vendors
2024-12-07,Daily Sales Settlement,231914.48,credit,Sales Revenue,Payment Gateway
2024-12-08,Daily Sales Settlement,192417.27,credit,Sales Revenue,Payment Gateway
2024-12-09,Daily Sales Settlement,221482.13,credit,Sales Revenue,Payment Gateway
2024-12-10,Daily Sales Settlement,230904.37,credit,Sales Revenue,Payment Gateway
2024-12-11,Daily Sales Settlement,248306.12,credit,Sales Revenue,Payment Gateway
2024-12-12,Daily Sales Settlement,241826.98,credit,Sales Revenue,Payment Gateway
2024-12-12,Supplier Payment / Overheads,194452.0234782226,debit,COGS,Various Vendors
2024-12-13,Daily Sales Settlement,190443.9,credit,Sales Revenue,Payment Gateway
2024-12-14,Daily Sales Settlement,188033.12,credit,Sales Revenue,Payment Gateway
2024-12-14,Supplier Payment / Overheads,155823.9792680628,debit,Marketing,Various Vendors
2024-12-15,Daily Sales Settlement,198700.53,credit,Sales Revenue,Payment Gateway
2024-12-16,Daily Sales Settlement,249691.39,credit,Sales Revenue,Payment Gateway
2024-12-17,Daily Sales Settlement,175326.22,credit,Sales Revenue,Payment Gateway
2024-12-18,Daily Sales Settlement,171234.09,credit,Sales Revenue,Payment Gateway
2024-12-18,Supplier Payment / Overheads,137987.6899574065,debit,Marketing,Various Vendors
2024-12-19,Daily Sales Settlement,240833.61,credit,Sales Revenue,Payment Gateway
2024-12-19,Supplier Payment / Overheads,157961.99586925493,debit,COGS,Various Vendors
2024-12-20,Daily Sales Settlement,204117.21,credit,Sales Revenue,Payment Gateway
2024-12-21,Daily Sales Settlement,200654.03,credit,Sales Revenue,Payment Gateway
2024-12-22,Daily Sales Settlement,240875.01,credit,Sales Revenue,Payment Gateway
2024-12-22,Supplier Payment / Overheads,191985.60779437813,debit,Payroll,Various Vendors
2024-12-23,Daily Sales Settlement,206205.7,credit,Sales Revenue,Payment Gateway
2024-12-23,Supplier Payment / Overheads,207968.05976596658,debit,Marketing,Various Vendors
2024-12-24,Daily Sales Settlement,202632.13,credit,Sales Revenue,Payment Gateway
2024-12-24,Supplier Payment / Overheads,130358.96460349891,debit,Rent,Various Vendors
2024-12-25,Daily Sales Settlement,189861.45,credit,Sales Revenue,Payment Gateway
2024-12-25,Supplier Payment / Overheads,99630.11232396406,debit,Marketing,Various Vendors
2024-12-26,Daily Sales Settlement,170919.02,credit,Sales Revenue,Payment Gateway
2024-12-27,Daily Sales Settlement,227228.13,credit,Sales Revenue,Payment Gateway
2024-12-27,Supplier Payment / Overheads,147146.828914136,debit,COGS,Various Vendors
2024-12-28,Daily Sales Settlement,228101.44,credit,Sales Revenue,Payment Gateway
2024-12-28,Supplier Payment / Overheads,192327.40800423932,debit,COGS,Various Vendors
2024-12-29,Daily Sales Settlement,175743.97,credit,Sales Revenue,Payment Gateway
2024-12-30,Daily Sales Settlement,169031.26,credit,Sales Revenue,Payment Gateway
2024-12-31,Daily Sales Settlement,222738.46,credit,Sales Revenue,Payment Gateway
2025-01-01,Daily Sales Settlement,190091.5,credit,Sales Revenue,Payment Gateway
2025-01-02,Daily Sales Settlement,234969.57,credit,Sales Revenue,Payment Gateway
2025-01-03,Daily Sales Settlement,247838.86,credit,Sales Revenue,Payment Gateway
2025-01-04,Daily Sales Settlement,246325.69,credit,Sales Revenue,Payment Gateway
2025-01-05,Daily Sales Settlement,243409.09,credit,Sales Revenue,Payment Gateway
2025-01-05,Supplier Payment / Overheads,138393.13615634816,debit,Marketing,Various Vendors
2025-01-06,Daily Sales Settlement,179032.07,credit,Sales Revenue,Payment Gateway
2025-01-06,Supplier Payment / Overheads,162576.93442119684,debit,Rent,Various Vendors
2025-01-07,Daily Sales Settlement,238619.54,credit,Sales Revenue,Payment Gateway
2025-01-07,Supplier Payment / Overheads,175940.6196373949,debit,Marketing,Various Vendors
2025-01-08,Daily Sales Settlement,186618.9,credit,Sales Revenue,Payment Gateway
2025-01-09,Daily Sales Settlement,181366.01,credit,Sales Revenue,Payment Gateway
2025-01-10,Daily Sales Settlement,208079.52,credit,Sales Revenue,Payment Gateway
2025-01-10,Supplier Payment / Overheads,179736.72617738193,debit,Marketing,Various Vendors
2025-01-11,Daily Sales Settlement,227876.32,credit,Sales Revenue,Payment Gateway
2025-01-12,Daily Sales Settlement,172692.72,credit,Sales Revenue,Payment Gateway
2025-01-13,Daily Sales Settlement,183838.71,credit,Sales Revenue,Payment Gateway
2025-01-13,Supplier Payment / Overheads,93687.70227602676,debit,Marketing,Various Vendors
2025-01-14,Daily Sales Settlement,181915.03,credit,Sales Revenue,Payment Gateway
2025-01-14,Supplier Payment / Overheads,170783.98954277427,debit,Payroll,Various Vendors
2025-01-15,Daily Sales Settlement,208750.97,credit,Sales Revenue,Payment Gateway
2025-01-15,Supplier Payment / Overheads,130988.47118785395,debit,COGS,Various Vendors
2025-01-16,Daily Sales Settlement,176754.21,credit,Sales Revenue,Payment Gateway
2025-01-16,Supplier Payment / Overheads,104356.53112340864,debit,COGS,Various Vendors
2025-01-17,Daily Sales Settlement,182741.25,credit,Sales Revenue,Payment Gateway
2025-01-18,Daily Sales Settlement,211048.54,credit,Sales Revenue,Payment Gateway
2025-01-19,Daily Sales Settlement,242759.69,credit,Sales Revenue,Payment Gateway
2025-01-20,Daily Sales Settlement,182128.04,credit,Sales Revenue,Payment Gateway
2025-01-21,Daily Sales Settlement,233248.15,credit,Sales Revenue,Payment Gateway
2025-01-22,Daily Sales Settlement,183001.51,credit,Sales Revenue,Payment Gateway
2025-01-23,Daily Sales Settlement,234651.62,credit,Sales Revenue,Payment Gateway
2025-01-23,Supplier Payment / Overheads,129935.8269551753,debit,Rent,Various Vendors
2025-01-24,Daily Sales Settlement,210071.99,credit,Sales Revenue,Payment Gateway
2025-01-24,Supplier Payment / Overheads,178632.4588134107,debit,Payroll,Various Vendors
2025-01-25,Daily Sales Settlement,181919.73,credit,Sales Revenue,Payment Gateway
2025-01-26,Daily Sales Settlement,187361.83,credit,Sales Revenue,Payment Gateway
2025-01-27,Daily Sales Settlement,246156.01,credit,Sales Revenue,Payment Gateway
2025-01-28,Daily Sales Settlement,187341.43,credit,Sales Revenue,Payment Gateway
2025-01-29,Daily Sales Settlement,229211.24,credit,Sales Revenue,Payment Gateway
2025-01-29,Supplier Payment / Overheads,193806.3977325804,debit,Rent,Various Vendors
2025-01-30,Daily Sales Settlement,194260.47,credit,Sales Revenue,Payment Gateway
2025-01-30,Supplier Payment / Overheads,167712.60597883657,debit,Payroll,Various Vendors
2025-01-31,Daily Sales Settlement,203546.97,credit,Sales Revenue,Payment Gateway
2025-02-01,Daily Sales Settlement,174126.66,credit,Sales Revenue,Payment Gateway
2025-02-02,Daily Sales Settlement,254290.08,credit,Sales Revenue,Payment Gateway
2025-02-02,Supplier Payment / Overheads,226599.64260451472,debit,Payroll,Various Vendors
2025-02-03,Daily Sales Settlement,224782.06,credit,Sales Revenue,Payment Gateway
2025-02-04,Daily Sales Settlement,218632.45,credit,Sales Revenue,Payment Gateway
2025-02-04,Supplier Payment / Overheads,146207.3912779941,debit,Rent,Various Vendors
2025-02-05,Daily Sales Settlement,212327.42,credit,Sales Revenue,Payment Gateway
2025-02-06,Daily Sales Settlement,235295.69,credit,Sales Revenue,Payment Gateway
2025-02-07,Daily Sales Settlement,189939.12,credit,Sales Revenue,Payment Gateway
2025-02-08,Daily Sales Settlement,204535.28,credit,Sales Revenue,Payment Gateway
2025-02-09,Daily Sales Settlement,205904.26,credit,Sales Revenue,Payment Gateway
2025-02-09,Supplier Payment / Overheads,196906.14016797105,debit,Rent,Various Vendors
2025-02-10,Daily Sales Settlement,237944.67,credit,Sales Revenue,Payment Gateway
2025-02-10,Supplier Payment / Overheads,156824.8702020277,debit,Marketing,Various Vendors
2025-02-11,Daily Sales Settlement,250098.22,credit,Sales Revenue,Payment Gateway
2025-02-12,Daily Sales Settlement,204720.27,credit,Sales Revenue,Payment Gateway
2025-02-13,Daily Sales Settlement,233694.37,credit,Sales Revenue,Payment Gateway
2025-02-13,Supplier Payment / Overheads,204754.45016641705,debit,COGS,Various Vendors
2025-02-14,Daily Sales Settlement,215839.21,credit,Sales Revenue,Payment Gateway
2025-02-15,Daily Sales Settlement,250467.29,credit,Sales Revenue,Payment Gateway
2025-02-16,Daily Sales Settlement,236943.65,credit,Sales Revenue,Payment Gateway
2025-02-17,Daily Sales Settlement,185363.38,credit,Sales Revenue,Payment Gateway
2025-02-18,Daily Sales Settlement,207706.28,credit,Sales Revenue,Payment Gateway
2025-02-18,Supplier Payment / Overheads,161527.7858419461,debit,Payroll,Various Vendors
2025-02-19,Daily Sales Settlement,190830.53,credit,Sales Revenue,Payment Gateway
2025-02-20,Daily Sales Settlement,184746.26,credit,Sales Revenue,Payment Gateway
2025-02-20,Supplier Payment / Overheads,115664.48194065709,debit,Payroll,Various Vendors
2025-02-21,Daily Sales Settlement,231931.55,credit,Sales Revenue,Payment Gateway
2025-02-22,Daily Sales Settlement,247248.48,credit,Sales Revenue,Payment Gateway
2025-02-23,Daily Sales Settlement,253087.75,credit,Sales Revenue,Payment Gateway
2025-02-24,Daily Sales Settlement,216558.97,credit,Sales Revenue,Payment Gateway
2025-02-25,Daily Sales Settlement,236947.26,credit,Sales Revenue,Payment Gateway
2025-02-26,Daily Sales Settlement,200171.55,credit,Sales Revenue,Payment Gateway
2025-02-26,Supplier Payment / Overheads,103841.36310895126,debit,Rent,Various Vendors
2025-02-27,Daily Sales Settlement,204382.04,credit,Sales Revenue,Payment Gateway
2025-02-27,Supplier Payment / Overheads,120218.19401060086,debit,Payroll,Various Vendors
2025-02-28,Daily Sales Settlement,213446.02,credit,Sales Revenue,Payment Gateway
2025-03-01,Daily Sales Settlement,151538.15,credit,Sales Revenue,Payment Gateway
2025-03-02,Daily Sales Settlement,178623.53,credit,Sales Revenue,Payment Gateway
2025-03-03,Daily Sales Settlement,197484.0,credit,Sales Revenue,Payment Gateway
2025-03-04,Daily Sales Settlement,176728.82,credit,Sales Revenue,Payment Gateway
2025-03-05,Daily Sales Settlement,204884.43,credit,Sales Revenue,Payment Gateway
2025-03-06,Daily Sales Settlement,192616.58,credit,Sales Revenue,Payment Gateway
2025-03-07,Daily Sales Settlement,179193.43,credit,Sales Revenue,Payment Gateway
2025-03-08,Daily Sales Settlement,208134.05,credit,Sales Revenue,Payment Gateway
2025-03-09,Daily Sales Settlement,199539.75,credit,Sales Revenue,Payment Gateway
2025-03-09,Supplier Payment / Overheads,150935.3148667541,debit,Rent,Various Vendors
2025-03-10,Daily Sales Settlement,196004.07,credit,Sales Revenue,Payment Gateway
2025-03-11,Daily Sales Settlement,185932.78,credit,Sales Revenue,Payment Gateway
2025-03-12,Daily Sales Settlement,161552.93,credit,Sales Revenue,Payment Gateway
2025-03-13,Daily Sales Settlement,179914.13,credit,Sales Revenue,Payment Gateway
2025-03-14,Daily Sales Settlement,151164.91,credit,Sales Revenue,Payment Gateway
2025-03-14,Supplier Payment / Overheads,116419.86831372631,debit,Rent,Various Vendors
2025-03-15,Daily Sales Settlement,195669.34,credit,Sales Revenue,Payment Gateway
2025-03-16,Daily Sales Settlement,166222.23,credit,Sales Revenue,Payment Gateway
2025-03-17,Daily Sales Settlement,206013.15,credit,Sales Revenue,Payment Gateway
2025-03-18,Daily Sales Settlement,151933.42,credit,Sales Revenue,Payment Gateway
2025-03-18,Supplier Payment / Overheads,121909.43620878772,debit,COGS,Various Vendors
2025-03-19,Daily Sales Settlement,198240.32,credit,Sales Revenue,Payment Gateway
2025-03-20,Daily Sales Settlement,156619.2,credit,Sales Revenue,Payment Gateway
2025-03-20,Supplier Payment / Overheads,123134.30323148942,debit,Rent,Various Vendors
2025-03-21,Daily Sales Settlement,176213.16,credit,Sales Revenue,Payment Gateway
2025-03-22,Daily Sales Settlement,163518.09,credit,Sales Revenue,Payment Gateway
2025-03-22,Supplier Payment / Overheads,100901.5283234824,debit,Marketing,Various Vendors
2025-03-23,Daily Sales Settlement,148834.89,credit,Sales Revenue,Payment Gateway
2025-03-23,Supplier Payment / Overheads,102644.79880991517,debit,Rent,Various Vendors
2025-03-24,Daily Sales Settlement,207074.8,credit,Sales Revenue,Payment Gateway
2025-03-24,Supplier Payment / Overheads,124172.0086419646,debit,Rent,Various Vendors
2025-03-25,Daily Sales Settlement,199471.31,credit,Sales Revenue,Payment Gateway
2025-03-26,Daily Sales Settlement,153135.8,credit,Sales Revenue,Payment Gateway
2025-03-27,Daily Sales Settlement,144185.04,credit,Sales Revenue,Payment Gateway
2025-03-28,Daily Sales Settlement,207676.3,credit,Sales Revenue,Payment Gateway
2025-03-29,Daily Sales Settlement,200254.0,credit,Sales Revenue,Payment Gateway
2025-03-29,Supplier Payment / Overheads,113679.56328125748,debit,Marketing,Various Vendors
2025-03-30,Daily Sales Settlement,195875.53,credit,Sales Revenue,Payment Gateway
2025-03-31,Daily Sales Settlement,157795.2,credit,Sales Revenue,Payment Gateway
2025-03-31,Supplier Payment / Overheads,114836.90745325953,debit,Rent,Various Vendors
2025-04-01,Daily Sales Settlement,175499.05,credit,Sales Revenue,Payment Gateway
2025-04-02,Daily Sales Settlement,166295.45,credit,Sales Revenue,Payment Gateway
2025-04-03,Daily Sales Settlement,177311.29,credit,Sales Revenue,Payment Gateway
2025-04-04,Daily Sales Settlement,178819.82,credit,Sales Revenue,Payment Gateway
2025-04-05,Daily Sales Settlement,197382.14,credit,Sales Revenue,Payment Gateway
2025-04-05,Supplier Payment / Overheads,182961.1826276228,debit,COGS,Various Vendors
2025-04-06,Daily Sales Settlement,168289.49,credit,Sales Revenue,Payment Gateway
2025-04-07,Daily Sales Settlement,157012.53,credit,Sales Revenue,Payment Gateway
2025-04-08,Daily Sales Settlement,198278.12,credit,Sales Revenue,Payment Gateway
2025-04-09,Daily Sales Settlement,205269.36,credit,Sales Revenue,Payment Gateway
2025-04-10,Daily Sales Settlement,156125.39,credit,Sales Revenue,Payment Gateway
2025-04-10,Supplier Payment / Overheads,90086.01868004151,debit,Rent,Various Vendors
2025-04-11,Daily Sales Settlement,189104.72,credit,Sales Revenue,Payment Gateway
2025-04-11,Supplier Payment / Overheads,106036.69076393246,debit,Payroll,Various Vendors
2025-04-12,Daily Sales Settlement,169584.34,credit,Sales Revenue,Payment Gateway
2025-04-13,Daily Sales Settlement,144041.79,credit,Sales Revenue,Payment Gateway
2025-04-14,Daily Sales Settlement,150283.91,credit,Sales Revenue,Payment Gateway
2025-04-15,Daily Sales Settlement,210633.02,credit,Sales Revenue,Payment Gateway
2025-04-16,Daily Sales Settlement,191066.3,credit,Sales Revenue,Payment Gateway
2025-04-17,Daily Sales Settlement,191508.75,credit,Sales Revenue,Payment Gateway
2025-04-18,Daily Sales Settlement,177082.58,credit,Sales Revenue,Payment Gateway
2025-04-19,Daily Sales Settlement,213420.89,credit,Sales Revenue,Payment Gateway
2025-04-20,Daily Sales Settlement,204615.77,credit,Sales Revenue,Payment Gateway
2025-04-21,Daily Sales Settlement,178660.47,credit,Sales Revenue,Payment Gateway
2025-04-22,Daily Sales Settlement,195771.58,credit,Sales Revenue,Payment Gateway
2025-04-23,Daily Sales Settlement,191963.42,credit,Sales Revenue,Payment Gateway
2025-04-23,Supplier Payment / Overheads,171645.96298865078,debit,Payroll,Various Vendors
2025-04-24,Daily Sales Settlement,204376.79,credit,Sales Revenue,Payment Gateway
2025-04-25,Daily Sales Settlement,154969.22,credit,Sales Revenue,Payment Gateway
2025-04-26,Daily Sales Settlement,210182.35,credit,Sales Revenue,Payment Gateway
2025-04-26,Supplier Payment / Overheads,161327.97036284168,debit,Marketing,Various Vendors
2025-04-27,Daily Sales Settlement,147648.54,credit,Sales Revenue,Payment Gateway
2025-04-28,Daily Sales Settlement,169922.79,credit,Sales Revenue,Payment Gateway
2025-04-29,Daily Sales Settlement,165808.13,credit,Sales Revenue,Payment Gateway
2025-04-30,Daily Sales Settlement,210130.6,credit,Sales Revenue,Payment Gateway
2025-05-01,Daily Sales Settlement,256644.78,credit,Sales Revenue,Payment Gateway
2025-05-01,Supplier Payment / Overheads,188685.28551736922,debit,COGS,Various Vendors
2025-05-02,Daily Sales Settlement,264847.44,credit,Sales Revenue,Payment Gateway
2025-05-03,Daily Sales Settlement,237653.01,credit,Sales Revenue,Payment Gateway
2025-05-03,Supplier Payment / Overheads,213574.69924261517,debit,Payroll,Various Vendors
2025-05-04,Daily Sales Settlement,218158.89,credit,Sales Revenue,Payment Gateway
2025-05-05,Daily Sales Settlement,244631.71,credit,Sales Revenue,Payment Gateway
2025-05-06,Daily Sales Settlement,208402.03,credit,Sales Revenue,Payment Gateway
2025-05-07,Daily Sales Settlement,242399.28,credit,Sales Revenue,Payment Gateway
2025-05-08,Daily Sales Settlement,182369.64,credit,Sales Revenue,Payment Gateway
2025-05-09,Daily Sales Settlement,267426.81,credit,Sales Revenue,Payment Gateway
2025-05-09,Supplier Payment / Overheads,188546.20907080817,debit,Rent,Various Vendors
2025-05-10,Daily Sales Settlement,182223.58,credit,Sales Revenue,Payment Gateway
2025-05-11,Daily Sales Settlement,184882.8,credit,Sales Revenue,Payment Gateway
2025-05-12,Daily Sales Settlement,204288.12,credit,Sales Revenue,Payment Gateway
2025-05-13,Daily Sales Settlement,217559.54,credit,Sales Revenue,Payment Gateway
2025-05-13,Supplier Payment / Overheads,153643.63800967092,debit,Rent,Various Vendors
2025-05-14,Daily Sales Settlement,221603.7,credit,Sales Revenue,Payment Gateway
2025-05-15,Daily Sales Settlement,189415.77,credit,Sales Revenue,Payment Gateway
2025-05-16,Daily Sales Settlement,224882.25,credit,Sales Revenue,Payment Gateway
2025-05-17,Daily Sales Settlement,268324.67,credit,Sales Revenue,Payment Gateway
2025-05-17,Supplier Payment / Overheads,177269.2207246642,debit,Marketing,Various Vendors
2025-05-18,Daily Sales Settlement,248849.45,credit,Sales Revenue,Payment Gateway
2025-05-19,Daily Sales Settlement,224838.11,credit,Sales Revenue,Payment Gateway
2025-05-20,Daily Sales Settlement,269371.02,credit,Sales Revenue,Payment Gateway
2025-05-20,Supplier Payment / Overheads,147748.7851060088,debit,COGS,Various Vendors
2025-05-21,Daily Sales Settlement,184742.58,credit,Sales Revenue,Payment Gateway
2025-05-22,Daily Sales Settlement,218181.3,credit,Sales Revenue,Payment Gateway
2025-05-23,Daily Sales Settlement,231659.97,credit,Sales Revenue,Payment Gateway
2025-05-23,Supplier Payment / Overheads,154831.8545404856,debit,Payroll,Various Vendors
2025-05-24,Daily Sales Settlement,186995.42,credit,Sales Revenue,Payment Gateway
2025-05-25,Daily Sales Settlement,229574.07,credit,Sales Revenue,Payment Gateway
2025-05-26,Daily Sales Settlement,265957.66,credit,Sales Revenue,Payment Gateway
2025-05-27,Daily Sales Settlement,211682.77,credit,Sales Revenue,Payment Gateway
2025-05-28,Daily Sales Settlement,254920.03,credit,Sales Revenue,Payment Gateway
2025-05-29,Daily Sales Settlement,254198.17,credit,Sales Revenue,Payment Gateway
2025-05-29,Supplier Payment / Overheads,181339.8680018706,debit,Rent,Various Vendors
2025-05-30,Daily Sales Settlement,237444.43,credit,Sales Revenue,Payment Gateway
2025-05-31,Daily Sales Settlement,202114.2,credit,Sales Revenue,Payment Gateway
2025-06-01,Daily Sales Settlement,195812.49,credit,Sales Revenue,Payment Gateway
2025-06-02,Daily Sales Settlement,185738.01,credit,Sales Revenue,Payment Gateway
2025-06-02,Supplier Payment / Overheads,119386.68880208718,debit,Marketing,Various Vendors
2025-06-03,Daily Sales Settlement,185665.66,credit,Sales Revenue,Payment Gateway
2025-06-04,Daily Sales Settlement,240559.41,credit,Sales Revenue,Payment Gateway
2025-06-04,Supplier Payment / Overheads,202340.71187021333,debit,Marketing,Various Vendors
2025-06-05,Daily Sales Settlement,185333.41,credit,Sales Revenue,Payment Gateway
2025-06-06,Daily Sales Settlement,251135.79,credit,Sales Revenue,Payment Gateway
2025-06-07,Daily Sales Settlement,192085.05,credit,Sales Revenue,Payment Gateway
2025-06-08,Daily Sales Settlement,218018.53,credit,Sales Revenue,Payment Gateway
2025-06-09,Daily Sales Settlement,263766.66,credit,Sales Revenue,Payment Gateway
2025-06-10,Daily Sales Settlement,238801.44,credit,Sales Revenue,Payment Gateway
