date,description,amount,type,category,merchant
2024-11-25,Daily Sales Settlement,91338.31,credit,Sales Revenue,Payment Gateway
2024-11-25,Supplier Payment / Overheads,39884.36131991498,debit,Marketing,Various Vendors
2024-11-26,Daily Sales Settlement,111891.71,credit,Sales Revenue,Payment Gateway
2024-11-27,Daily Sales Settlement,125689.81,credit,Sales Revenue,Payment Gateway
2024-11-27,Supplier Payment / Overheads,47289.3072863329,debit,COGS,Various Vendors
2024-11-28,Daily Sales Settlement,119905.28,credit,Sales Revenue,Payment Gateway
2024-11-28,Supplier Payment / Overheads,44002.299420907526,debit,Marketing,Various Vendors
2024-11-29,Daily Sales Settlement,98994.69,credit,Sales Revenue,Payment Gateway
2024-11-29,Supplier Payment / Overheads,40676.35863637088,debit,Marketing,Various Vendors
2024-11-30,Daily Sales Settlement,103024.5,credit,Sales Revenue,Payment Gateway
2024-11-30,Supplier Payment / Overheads,55204.1034480356,debit,Payroll,Various Vendors
2024-12-01,Daily Sales Settlement,134176.61,credit,Sales Revenue,Payment Gateway
2024-12-02,Daily Sales Settlement,141060.15,credit,Sales Revenue,Payment Gateway
2024-12-02,Supplier Payment / Overheads,85974.91394973556,debit,Payroll,Various Vendors
2024-12-03,Daily Sales Settlement,174808.04,credit,Sales Revenue,Payment Gateway
2024-12-04,Daily Sales Settlement,122490.8,credit,Sales Revenue,Payment Gateway
2024-12-05,Daily Sales Settlement,160658.67,credit,Sales Revenue,Payment Gateway
2024-12-05,Supplier Payment / Overheads,66540.18986372111,debit,Rent,Various Vendors
2024-12-06,Daily Sales Settlement,177075.7,credit,Sales Revenue,Payment Gateway
2024-12-07,Daily Sales Settlement,160230.45,credit,Sales Revenue,Payment Gateway
2024-12-08,Daily Sales Settlement,137412.68,credit,Sales Revenue,Payment Gateway
2024-12-09,Daily Sales Settlement,160050.25,credit,Sales Revenue,Payment Gateway
2024-12-10,Daily Sales Settlement,152381.6,credit,Sales Revenue,Payment Gateway
2024-12-11,Daily Sales Settlement,139362.38,credit,Sales Revenue,Payment Gateway
2024-12-12,Daily Sales Settlement,173678.13,credit,Sales Revenue,Payment Gateway
2024-12-13,Daily Sales Settlement,176665.16,credit,Sales Revenue,Payment Gateway
2024-12-14,Daily Sales Settlement,172886.41,credit,Sales Revenue,Payment Gateway
2024-12-15,Daily Sales Settlement,147690.58,credit,Sales Revenue,Payment Gateway
2024-12-15,Supplier Payment / Overheads,69867.07991113291,debit,COGS,Various Vendors
2024-12-16,Daily Sales Settlement,128246.24,credit,Sales Revenue,Payment Gateway
2024-12-16,Supplier Payment / Overheads,58276.70764576502,debit,COGS,Various Vendors
2024-12-17,Daily Sales Settlement,148278.3,credit,Sales Revenue,Payment Gateway
2024-12-18,Daily Sales Settlement,180021.95,credit,Sales Revenue,Payment Gateway
2024-12-18,Supplier Payment / Overheads,82816.65970596464,debit,Rent,Various Vendors
2024-12-19,Daily Sales Settlement,179975.15,credit,Sales Revenue,Payment Gateway
2024-12-19,Supplier Payment / Overheads,70442.20522233691,debit,COGS,Various Vendors
2024-12-20,Daily Sales Settlement,154883.27,credit,Sales Revenue,Payment Gateway
2024-12-21,Daily Sales Settlement,135756.56,credit,Sales Revenue,Payment Gateway
2024-12-21,Supplier Payment / Overheads,71916.1804342092,debit,COGS,Various Vendors
2024-12-22,Daily Sales Settlement,127811.51,credit,Sales Revenue,Payment Gateway
2024-12-22,Supplier Payment / Overheads,61979.48948727208,debit,COGS,Various Vendors
2024-12-23,Daily Sales Settlement,151350.62,credit,Sales Revenue,Payment Gateway
2024-12-24,Daily Sales Settlement,165729.51,credit,Sales Revenue,Payment Gateway
2024-12-25,Daily Sales Settlement,132071.05,credit,Sales Revenue,Payment Gateway
2024-12-26,Daily Sales Settlement,171271.44,credit,Sales Revenue,Payment Gateway
2024-12-27,Daily Sales Settlement,148291.58,credit,Sales Revenue,Payment Gateway
2024-12-27,Supplier Payment / Overheads,92070.17238325195,debit,Rent,Various Vendors
2024-12-28,Daily Sales Settlement,135554.87,credit,Sales Revenue,Payment Gateway
2024-12-29,Daily Sales Settlement,167952.43,credit,Sales Revenue,Payment Gateway
2024-12-29,Supplier Payment / Overheads,90755.87927146502,debit,Marketing,Various Vendors
2024-12-30,Daily Sales Settlement,142709.86,credit,Sales Revenue,Payment Gateway
2024-12-30,Supplier Payment / Overheads,78427.6647773167,debit,COGS,Various Vendors
2024-12-31,Daily Sales Settlement,132336.62,credit,Sales Revenue,Payment Gateway
2025-01-01,Daily Sales Settlement,121598.88,credit,Sales Revenue,Payment Gateway
2025-01-01,Supplier Payment / Overheads,56860.22948845227,debit,Marketing,Various Vendors
2025-01-02,Daily Sales Settlement,121186.98,credit,Sales Revenue,Payment Gateway
2025-01-03,Daily Sales Settlement,129947.45,credit,Sales Revenue,Payment Gateway
2025-01-04,Daily Sales Settlement,94185.39,credit,Sales Revenue,Payment Gateway
2025-01-05,Daily Sales Settlement,116114.68,credit,Sales Revenue,Payment Gateway
2025-01-05,Supplier Payment / Overheads,60131.08537538139,debit,Payroll,Various Vendors
2025-01-06,Daily Sales Settlement,114137.38,credit,Sales Revenue,Payment Gateway
2025-01-07,Daily Sales Settlement,107021.58,credit,Sales Revenue,Payment Gateway
2025-01-08,Daily Sales Settlement,115648.11,credit,Sales Revenue,Payment Gateway
2025-01-08,Supplier Payment / Overheads,49804.80054740436,debit,COGS,Various Vendors
2025-01-09,Daily Sales Settlement,96912.28,credit,Sales Revenue,Payment Gateway
2025-01-09,Supplier Payment / Overheads,36622.701205274294,debit,Rent,Various Vendors
2025-01-10,Daily Sales Settlement,119967.88,credit,Sales Revenue,Payment Gateway
2025-01-10,Supplier Payment / Overheads,37211.71798291746,debit,COGS,Various Vendors
2025-01-11,Daily Sales Settlement,109770.53,credit,Sales Revenue,Payment Gateway
2025-01-12,Daily Sales Settlement,101851.65,credit,Sales Revenue,Payment Gateway
2025-01-13,Daily Sales Settlement,99539.35,credit,Sales Revenue,Payment Gateway
2025-01-14,Daily Sales Settlement,110111.73,credit,Sales Revenue,Payment Gateway
2025-01-14,Supplier Payment / Overheads,41114.39817294684,debit,Payroll,Various Vendors
2025-01-15,Daily Sales Settlement,111643.81,credit,Sales Revenue,Payment Gateway
2025-01-16,Daily Sales Settlement,93528.55,credit,Sales Revenue,Payment Gateway
2025-01-17,Daily Sales Settlement,111036.39,credit,Sales Revenue,Payment Gateway
2025-01-18,Daily Sales Settlement,137469.35,credit,Sales Revenue,Payment Gateway
2025-01-19,Daily Sales Settlement,126059.1,credit,Sales Revenue,Payment Gateway
2025-01-20,Daily Sales Settlement,125984.28,credit,Sales Revenue,Payment Gateway
2025-01-20,Supplier Payment / Overheads,70124.54821669888,debit,Marketing,Various Vendors
2025-01-21,Daily Sales Settlement,99562.6,credit,Sales Revenue,Payment Gateway
2025-01-21,Supplier Payment / Overheads,41307.879643556575,debit,COGS,Various Vendors
2025-01-22,Daily Sales Settlement,103170.88,credit,Sales Revenue,Payment Gateway
2025-01-22,Supplier Payment / Overheads,43339.93131153112,debit,Rent,Various Vendors
2025-01-23,Daily Sales Settlement,113074.63,credit,Sales Revenue,Payment Gateway
2025-01-23,Supplier Payment / Overheads,39032.22824598159,debit,Rent,Various Vendors
2025-01-24,Daily Sales Settlement,122056.21,credit,Sales Revenue,Payment Gateway
2025-01-24,Supplier Payment / Overheads,50134.17904593276,debit,Rent,Various Vendors
2025-01-25,Daily Sales Settlement,130707.63,credit,Sales Revenue,Payment Gateway
2025-01-26,Daily Sales Settlement,137628.06,credit,Sales Revenue,Payment Gateway
2025-01-27,Daily Sales Settlement,101135.14,credit,Sales Revenue,Payment Gateway
2025-01-28,Daily Sales Settlement,111064.89,credit,Sales Revenue,Payment Gateway
2025-01-28,Supplier Payment / Overheads,41152.822008304385,debit,COGS,Various Vendors
2025-01-29,Daily Sales Settlement,127794.34,credit,Sales Revenue,Payment Gateway
2025-01-29,Supplier Payment / Overheads,66600.52089793135,debit,COGS,Various Vendors
2025-01-30,Daily Sales Settlement,109515.54,credit,Sales Revenue,Payment Gateway
2025-01-30,Supplier Payment / Overheads,40775.670787877534,debit,COGS,Various Vendors
2025-01-31,Daily Sales Settlement,128447.41,credit,Sales Revenue,Payment Gateway
2025-02-01,Daily Sales Settlement,126179.42,credit,Sales Revenue,Payment Gateway
2025-02-02,Daily Sales Settlement,118167.63,credit,Sales Revenue,Payment Gateway
2025-02-02,Supplier Payment / Overheads,50345.94353182802,debit,Rent,Various Vendors
2025-02-03,Daily Sales Settlement,102317.33,credit,Sales Revenue,Payment Gateway
2025-02-04,Daily Sales Settlement,99292.62,credit,Sales Revenue,Payment Gateway
2025-02-05,Daily Sales Settlement,120513.45,credit,Sales Revenue,Payment Gateway
2025-02-05,Supplier Payment / Overheads,76723.22771271272,debit,Payroll,Various Vendors
2025-02-06,Daily Sales Settlement,109891.37,credit,Sales Revenue,Payment Gateway
2025-02-07,Daily Sales Settlement,106626.66,credit,Sales Revenue,Payment Gateway
2025-02-07,Supplier Payment / Overheads,40101.4260704537,debit,Payroll,Various Vendors
2025-02-08,Daily Sales Settlement,114853.31,credit,Sales Revenue,Payment Gateway
2025-02-09,Daily Sales Settlement,94790.18,credit,Sales Revenue,Payment Gateway
2025-02-10,Daily Sales Settlement,112465.69,credit,Sales Revenue,Payment Gateway
2025-02-11,Daily Sales Settlement,102160.07,credit,Sales Revenue,Payment Gateway
2025-02-11,Supplier Payment / Overheads,32245.712198244342,debit,Marketing,Various Vendors
2025-02-12,Daily Sales Settlement,114412.88,credit,Sales Revenue,Payment Gateway
2025-02-13,Daily Sales Settlement,133908.81,credit,Sales Revenue,Payment Gateway
2025-02-13,Supplier Payment / Overheads,62994.337472692314,debit,Marketing,Various Vendors
2025-02-14,Daily Sales Settlement,137182.93,credit,Sales Revenue,Payment Gateway
2025-02-14,Supplier Payment / Overheads,48967.09461194095,debit,Rent,Various Vendors
2025-02-15,Daily Sales Settlement,126108.29,credit,Sales Revenue,Payment Gateway
2025-02-15,Supplier Payment / Overheads,72456.0999549738,debit,Marketing,Various Vendors
2025-02-16,Daily Sales Settlement,119379.94,credit,Sales Revenue,Payment Gateway
2025-02-17,Daily Sales Settlement,125341.88,credit,Sales Revenue,Payment Gateway
2025-02-17,Supplier Payment / Overheads,47542.44935453725,debit,Payroll,Various Vendors
2025-02-18,Daily Sales Settlement,106932.71,credit,Sales Revenue,Payment Gateway
2025-02-19,Daily Sales Settlement,132067.51,credit,Sales Revenue,Payment Gateway
2025-02-20,Daily Sales Settlement,103280.03,credit,Sales Revenue,Payment Gateway
2025-02-21,Daily Sales Settlement,100427.5,credit,Sales Revenue,Payment Gateway
2025-02-22,Daily Sales Settlement,121757.73,credit,Sales Revenue,Payment Gateway
2025-02-22,Supplier Payment / Overheads,70398.90807704945,debit,COGS,Various Vendors
2025-02-23,Daily Sales Settlement,109889.64,credit,Sales Revenue,Payment Gateway
2025-02-24,Daily Sales Settlement,104751.46,credit,Sales Revenue,Payment Gateway
2025-02-25,Daily Sales Settlement,126532.08,credit,Sales Revenue,Payment Gateway
2025-02-26,Daily Sales Settlement,119848.2,credit,Sales Revenue,Payment Gateway
2025-02-27,Daily Sales Settlement,104990.16,credit,Sales Revenue,Payment Gateway
2025-02-28,Daily Sales Settlement,114812.87,credit,Sales Revenue,Payment Gateway
2025-03-01,Daily Sales Settlement,147562.2,credit,Sales Revenue,Payment Gateway
2025-03-02,Daily Sales Settlement,143601.55,credit,Sales Revenue,Payment Gateway
2025-03-03,Daily Sales Settlement,153447.33,credit,Sales Revenue,Payment Gateway
2025-03-03,Supplier Payment / Overheads,68524.08386548556,debit,Marketing,Various Vendors
2025-03-04,Daily Sales Settlement,172242.56,credit,Sales Revenue,Payment Gateway
2025-03-05,Daily Sales Settlement,141634.72,credit,Sales Revenue,Payment Gateway
2025-03-05,Supplier Payment / Overheads,66649.94797996465,debit,COGS,Various Vendors
2025-03-06,Daily Sales Settlement,144496.3,credit,Sales Revenue,Payment Gateway
2025-03-07,Daily Sales Settlement,176973.3,credit,Sales Revenue,Payment Gateway
2025-03-07,Supplier Payment / Overheads,56079.51950715527,debit,Rent,Various Vendors
2025-03-08,Daily Sales Settlement,133535.89,credit,Sales Revenue,Payment Gateway
2025-03-08,Supplier Payment / Overheads,66481.55015445391,debit,COGS,Various Vendors
2025-03-09,Daily Sales Settlement,147690.33,credit,Sales Revenue,Payment Gateway
2025-03-10,Daily Sales Settlement,172445.14,credit,Sales Revenue,Payment Gateway
2025-03-10,Supplier Payment / Overheads,64616.37879087514,debit,Rent,Various Vendors
2025-03-11,Daily Sales Settlement,178396.23,credit,Sales Revenue,Payment Gateway
2025-03-12,Daily Sales Settlement,174765.16,credit,Sales Revenue,Payment Gateway
2025-03-12,Supplier Payment / Overheads,83920.09098582993,debit,Rent,Various Vendors
2025-03-13,Daily Sales Settlement,131180.62,credit,Sales Revenue,Payment Gateway
2025-03-13,Supplier Payment / Overheads,72617.5085646084,debit,Payroll,Various Vendors
2025-03-14,Daily Sales Settlement,151946.41,credit,Sales Revenue,Payment Gateway
2025-03-15,Daily Sales Settlement,157858.27,credit,Sales Revenue,Payment Gateway
2025-03-16,Daily Sales Settlement,140552.0,credit,Sales Revenue,Payment Gateway
2025-03-16,Supplier Payment / Overheads,47763.756034481645,debit,Payroll,Various Vendors
2025-03-17,Daily Sales Settlement,163591.93,credit,Sales Revenue,Payment Gateway
2025-03-18,Daily Sales Settlement,180277.34,credit,Sales Revenue,Payment Gateway
2025-03-19,Daily Sales Settlement,187064.06,credit,Sales Revenue,Payment Gateway
2025-03-19,Supplier Payment / Overheads,65612.40195790264,debit,Rent,Various Vendors
2025-03-20,Daily Sales Settlement,154865.17,credit,Sales Revenue,Payment Gateway
2025-03-20,Supplier Payment / Overheads,91521.60434060506,debit,Marketing,Various Vendors
2025-03-21,Daily Sales Settlement,188887.34,credit,Sales Revenue,Payment Gateway
2025-03-22,Daily Sales Settlement,168292.69,credit,Sales Revenue,Payment Gateway
2025-03-23,Daily Sales Settlement,151128.48,credit,Sales Revenue,Payment Gateway
2025-03-24,Daily Sales Settlement,155589.36,credit,Sales Revenue,Payment Gateway
2025-03-25,Daily Sales Settlement,129267.25,credit,Sales Revenue,Payment Gateway
2025-03-25,Supplier Payment / Overheads,53523.89863013781,debit,Marketing,Various Vendors
2025-03-26,Daily Sales Settlement,167109.97,credit,Sales Revenue,Payment Gateway
2025-03-27,Daily Sales Settlement,165396.94,credit,Sales Revenue,Payment Gateway
2025-03-28,Daily Sales Settlement,136350.39,credit,Sales Revenue,Payment Gateway
2025-03-28,Supplier Payment / Overheads,49525.19766716496,debit,Rent,Various Vendors
2025-03-29,Daily Sales Settlement,133148.74,credit,Sales Revenue,Payment Gateway
2025-03-29,Supplier Payment / Overheads,52048.128572396294,debit,Rent,Various Vendors
2025-03-30,Daily Sales Settlement,153960.34,credit,Sales Revenue,Payment Gateway
2025-03-30,Supplier Payment / Overheads,80477.58650610299,debit,COGS,Various Vendors
2025-03-31,Daily Sales Settlement,170911.39,credit,Sales Revenue,Payment Gateway
2025-03-31,Supplier Payment / Overheads,62744.05948581868,debit,Marketing,Various Vendors
2025-04-01,Daily Sales Settlement,126002.9,credit,Sales Revenue,Payment Gateway
2025-04-02,Daily Sales Settlement,117109.05,credit,Sales Revenue,Payment Gateway
2025-04-02,Supplier Payment / Overheads,56898.817356849984,debit,Rent,Various Vendors
2025-04-03,Daily Sales Settlement,97699.45,credit,Sales Revenue,Payment Gateway
2025-04-03,Supplier Payment / Overheads,49777.0725992205,debit,Payroll,Various Vendors
2025-04-04,Daily Sales Settlement,122581.45,credit,Sales Revenue,Payment Gateway
2025-04-05,Daily Sales Settlement,113084.9,credit,Sales Revenue,Payment Gateway
2025-04-06,Daily Sales Settlement,141936.36,credit,Sales Revenue,Payment Gateway
2025-04-07,Daily Sales Settlement,127981.21,credit,Sales Revenue,Payment Gateway
2025-04-07,Supplier Payment / Overheads,68604.93706996246,debit,COGS,Various Vendors
2025-04-08,Daily Sales Settlement,142620.77,credit,Sales Revenue,Payment Gateway
2025-04-09,Daily Sales Settlement,139874.4,credit,Sales Revenue,Payment Gateway
2025-04-10,Daily Sales Settlement,110374.03,credit,Sales Revenue,Payment Gateway
2025-04-11,Daily Sales Settlement,139539.46,credit,Sales Revenue,Payment Gateway
2025-04-12,Daily Sales Settlement,131780.9,credit,Sales Revenue,Payment Gateway
2025-04-13,Daily Sales Settlement,105528.85,credit,Sales Revenue,Payment Gateway
2025-04-14,Daily Sales Settlement,118064.14,credit,Sales Revenue,Payment Gateway
2025-04-14,Supplier Payment / Overheads,60315.989336262835,debit,Rent,Various Vendors
2025-04-15,Daily Sales Settlement,100603.34,credit,Sales Revenue,Payment Gateway
2025-04-16,Daily Sales Settlement,102689.46,credit,Sales Revenue,Payment Gateway
2025-04-17,Daily Sales Settlement,120530.92,credit,Sales Revenue,Payment Gateway
2025-04-18,Daily Sales Settlement,106735.94,credit,Sales Revenue,Payment Gateway
2025-04-19,Daily Sales Settlement,120159.21,credit,Sales Revenue,Payment Gateway
2025-04-20,Daily Sales Settlement,143784.28,credit,Sales Revenue,Payment Gateway
2025-04-21,Daily Sales Settlement,139752.18,credit,Sales Revenue,Payment Gateway
2025-04-22,Daily Sales Settlement,142720.57,credit,Sales Revenue,Payment Gateway
2025-04-23,Daily Sales Settlement,101692.88,credit,Sales Revenue,Payment Gateway
2025-04-23,Supplier Payment / Overheads,53907.432196195674,debit,Payroll,Various Vendors
2025-04-24,Daily Sales Settlement,101294.6,credit,Sales Revenue,Payment Gateway
2025-04-25,Daily Sales Settlement,137836.79,credit,Sales Revenue,Payment Gateway
2025-04-26,Daily Sales Settlement,126700.81,credit,Sales Revenue,Payment Gateway
2025-04-27,Daily Sales Settlement,111838.39,credit,Sales Revenue,Payment Gateway
2025-04-28,Daily Sales Settlement,124621.45,credit,Sales Revenue,Payment Gateway
2025-04-28,Supplier Payment / Overheads,61476.46657366235,debit,COGS,Various Vendors
2025-04-29,Daily Sales Settlement,111082.88,credit,Sales Revenue,Payment Gateway
2025-04-29,Supplier Payment / Overheads,52581.87120861218,debit,COGS,Various Vendors
2025-04-30,Daily Sales Settlement,102153.06,credit,Sales Revenue,Payment Gateway
2025-04-30,Supplier Payment / Overheads,45812.54460909265,debit,Marketing,Various Vendors
2025-05-01,Daily Sales Settlement,97886.78,credit,Sales Revenue,Payment Gateway
2025-05-02,Daily Sales Settlement,140930.48,credit,Sales Revenue,Payment Gateway
2025-05-03,Daily Sales Settlement,108648.59,credit,Sales Revenue,Payment Gateway
2025-05-04,Daily Sales Settlement,133223.07,credit,Sales Revenue,Payment Gateway
2025-05-05,Daily Sales Settlement,140048.68,credit,Sales Revenue,Payment Gateway
2025-05-06,Daily Sales Settlement,102618.26,credit,Sales Revenue,Payment Gateway
2025-05-07,Daily Sales Settlement,127247.33,credit,Sales Revenue,Payment Gateway
2025-05-08,Daily Sales Settlement,122941.55,credit,Sales Revenue,Payment Gateway
2025-05-09,Daily Sales Settlement,109787.62,credit,Sales Revenue,Payment Gateway
2025-05-10,Daily Sales Settlement,132657.21,credit,Sales Revenue,Payment Gateway
2025-05-10,Supplier Payment / Overheads,68029.92191572282,debit,Payroll,Various Vendors
2025-05-11,Daily Sales Settlement,102429.12,credit,Sales Revenue,Payment Gateway
2025-05-12,Daily Sales Settlement,145720.87,credit,Sales Revenue,Payment Gateway
2025-05-13,Daily Sales Settlement,110929.01,credit,Sales Revenue,Payment Gateway
2025-05-13,Supplier Payment / Overheads,60165.4554149519,debit,Payroll,Various Vendors
2025-05-14,Daily Sales Settlement,136536.71,credit,Sales Revenue,Payment Gateway
2025-05-15,Daily Sales Settlement,139283.36,credit,Sales Revenue,Payment Gateway
2025-05-16,Daily Sales Settlement,130039.77,credit,Sales Revenue,Payment Gateway
2025-05-17,Daily Sales Settlement,100018.04,credit,Sales Revenue,Payment Gateway
2025-05-17,Supplier Payment / Overheads,44689.91994904598,debit,Rent,Various Vendors
2025-05-18,Daily Sales Settlement,134060.71,credit,Sales Revenue,Payment Gateway
2025-05-19,Daily Sales Settlement,138700.97,credit,Sales Revenue,Payment Gateway
2025-05-19,Supplier Payment / Overheads,47402.57468148166,debit,Payroll,Various Vendors
2025-05-20,Daily Sales Settlement,138251.3,credit,Sales Revenue,Payment Gateway
2025-05-20,Supplier Payment / Overheads,52942.055187573955,debit,Marketing,Various Vendors
2025-05-21,Daily Sales Settlement,131401.95,credit,Sales Revenue,Payment Gateway
2025-05-22,Daily Sales Settlement,124155.69,credit,Sales Revenue,Payment Gateway
