invoice_number,customer_name,customer_gstin,date,due_date,status,subtotal,gst_rate,gst_amount,total,items_json,notes,payment_link
INV-202603-0014,Services Client 10,29AABCU0010R1ZB,2026-03-10,2026-04-09,draft,158513,18.0,28532.34,187045.34,"[{""description"": ""Audit Product 11"", ""quantity"": 9, ""unit_price"": 764, ""sku"": ""SKU-SERVICES-011""}, {""description"": ""Consulting Product 13"", ""quantity"": 7, ""unit_price"": 10302, ""sku"": ""SKU-SERVICES-013""}, {""description"": ""Audit Product 12"", ""quantity"": 4, ""unit_price"": 7307, ""sku"": ""SKU-SERVICES-012""}, {""description"": ""Audit Product 12"", ""quantity"": 6, ""unit_price"": 7307, ""sku"": ""SKU-SERVICES-012""}, {""description"": ""Retainer Product 2"", ""quantity"": 3, ""unit_price"": 2151, ""sku"": ""SKU-SERVICES-002""}]",Thank you for your business.,https://paytm.me/finai/inv-202603-0014
INV-202602-0015,Services Client 7,29AABCU0007R1ZC,2026-02-10,2026-02-25,paid,47376,18.0,8527.68,55903.68,"[{""description"": ""Audit Flagship (Hero)"", ""quantity"": 7, ""unit_price"": 6768, ""sku"": ""SKU-SERVICES-001""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0015
INV-202601-0016,Services Client 3,29AABCU0003R1ZC,2026-01-05,2026-02-19,paid,295052,18.0,53109.36,348161.36,"[{""description"": ""Consulting Product 13"", ""quantity"": 5, ""unit_price"": 10302, ""sku"": ""SKU-SERVICES-013""}, {""description"": ""Implementation Product 20"", ""quantity"": 7, ""unit_price"": 4696, ""sku"": ""SKU-SERVICES-020""}, {""description"": ""Audit Product 4"", ""quantity"": 10, ""unit_price"": 10935, ""sku"": ""SKU-SERVICES-004""}, {""description"": ""Audit Product 8"", ""quantity"": 8, ""unit_price"": 12665, ""sku"": ""SKU-SERVICES-008""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0016
INV-202603-0017,Services Client 9,29AABCU0009R1ZC,2026-03-12,2026-04-26,paid,18255,18.0,3285.9,21540.9,"[{""description"": ""Retainer Product 6"", ""quantity"": 3, ""unit_price"": 6085, ""sku"": ""SKU-SERVICES-006""}]",Thank you for your business.,https://paytm.me/finai/inv-202603-0017
INV-202603-0018,Services Client 9,29AABCU0009R1ZC,2026-03-18,2026-05-02,draft,28289,18.0,5092.02,33381.02,"[{""description"": ""Audit Flagship (Hero)"", ""quantity"": 3, ""unit_price"": 6768, ""sku"": ""SKU-SERVICES-001""}, {""description"": ""Consulting Product 16"", ""quantity"": 5, ""unit_price"": 1597, ""sku"": ""SKU-SERVICES-016""}]",Thank you for your business.,https://paytm.me/finai/inv-202603-0018
INV-202602-0019,Services Client 6,29AABCU0006R1ZC,2026-02-12,2026-03-14,sent,130132,18.0,23423.76,153555.76,"[{""description"": ""Consulting Product 19"", ""quantity"": 10, ""unit_price"": 10195, ""sku"": ""SKU-SERVICES-019""}, {""description"": ""Retainer Product 14"", ""quantity"": 7, ""unit_price"": 4026, ""sku"": ""SKU-SERVICES-014""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0019
INV-202601-0020,Services Client 6,29AABCU0006R1ZC,2026-01-04,2026-02-03,paid,147162,18.0,26489.16,173651.16,"[{""description"": ""Consulting Product 5"", ""quantity"": 10, ""unit_price"": 5802, ""sku"": ""SKU-SERVICES-005""}, {""description"": ""Retainer Product 3"", ""quantity"": 2, ""unit_price"": 8906, ""sku"": ""SKU-SERVICES-003""}, {""description"": ""Consulting Product 9"", ""quantity"": 10, ""unit_price"": 7133, ""sku"": ""SKU-SERVICES-009""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0020
INV-202602-0021,Services Client 8,29AABCU0008R1ZB,2026-02-07,2026-02-22,overdue,40254,18.0,7245.72,47499.72,"[{""description"": ""Retainer Product 3"", ""quantity"": 3, ""unit_price"": 8906, ""sku"": ""SKU-SERVICES-003""}, {""description"": ""Audit Flagship (Hero)"", ""quantity"": 2, ""unit_price"": 6768, ""sku"": ""SKU-SERVICES-001""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0021
INV-202512-0022,Services Client 1,29AABCU0001R1ZC,2025-12-26,2026-02-09,sent,4696,18.0,845.28,5541.28,"[{""description"": ""Implementation Product 20"", ""quantity"": 1, ""unit_price"": 4696, ""sku"": ""SKU-SERVICES-020""}]",Thank you for your business.,https://paytm.me/finai/inv-202512-0022
INV-202603-0023,Services Client 3,29AABCU0003R1ZC,2026-03-01,2026-04-15,paid,63446,18.0,11420.28,74866.28,"[{""description"": ""Implementation Product 10"", ""quantity"": 2, ""unit_price"": 11419, ""sku"": ""SKU-SERVICES-010""}, {""description"": ""Audit Flagship (Hero)"", ""quantity"": 6, ""unit_price"": 6768, ""sku"": ""SKU-SERVICES-001""}]",Thank you for your business.,https://paytm.me/finai/inv-202603-0023
INV-202601-0024,Services Client 11,29AABCU0011R1ZC,2026-01-30,2026-03-16,paid,189351,18.0,34083.18,223434.18,"[{""description"": ""Consulting Product 19"", ""quantity"": 5, ""unit_price"": 10195, ""sku"": ""SKU-SERVICES-019""}, {""description"": ""Consulting Product 13"", ""quantity"": 1, ""unit_price"": 10302, ""sku"": ""SKU-SERVICES-013""}, {""description"": ""Consulting Product 16"", ""quantity"": 6, ""unit_price"": 1597, ""sku"": ""SKU-SERVICES-016""}, {""description"": ""Implementation Product 10"", ""quantity"": 10, ""unit_price"": 11419, ""sku"": ""SKU-SERVICES-010""}, {""description"": ""Retainer Product 2"", ""quantity"": 2, ""unit_price"": 2151, ""sku"": ""SKU-SERVICES-002""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0024
INV-202512-0025,Services Client 4,29AABCU0004R1ZA,2025-12-28,2026-01-12,paid,20130,18.0,3623.4,23753.4,"[{""description"": ""Retainer Product 14"", ""quantity"": 5, ""unit_price"": 4026, ""sku"": ""SKU-SERVICES-014""}]",Thank you for your business.,https://paytm.me/finai/inv-202512-0025
INV-202602-0026,Services Client 10,29AABCU0010R1ZB,2026-02-04,2026-03-06,paid,81241,18.0,14623.38,95864.38,"[{""description"": ""Audit Product 18"", ""quantity"": 6, ""unit_price"": 10696, ""sku"": ""SKU-SERVICES-018""}, {""description"": ""Implementation Product 17"", ""quantity"": 7, ""unit_price"": 1609, ""sku"": ""SKU-SERVICES-017""}, {""description"": ""Consulting Product 5"", ""quantity"": 1, ""unit_price"": 5802, ""sku"": ""SKU-SERVICES-005""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0026
INV-202602-0027,Services Client 2,29AABCU0002R1ZB,2026-02-27,2026-03-14,sent,101320,18.0,18237.6,119557.6,"[{""description"": ""Audit Product 8"", ""quantity"": 8, ""unit_price"": 12665, ""sku"": ""SKU-SERVICES-008""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0027
INV-202601-0028,Services Client 5,29AABCU0005R1ZC,2026-01-30,2026-02-14,draft,195313,18.0,35156.34,230469.34,"[{""description"": ""Retainer Product 6"", ""quantity"": 7, ""unit_price"": 6085, ""sku"": ""SKU-SERVICES-006""}, {""description"": ""Implementation Product 10"", ""quantity"": 3, ""unit_price"": 11419, ""sku"": ""SKU-SERVICES-010""}, {""description"": ""Consulting Product 9"", ""quantity"": 8, ""unit_price"": 7133, ""sku"": ""SKU-SERVICES-009""}, {""description"": ""Retainer Product 2"", ""quantity"": 2, ""unit_price"": 2151, ""sku"": ""SKU-SERVICES-002""}, {""description"": ""Implementation Product 10"", ""quantity"": 5, ""unit_price"": 11419, ""sku"": ""SKU-SERVICES-010""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0028
INV-202512-0029,Services Client 4,29AABCU0004R1ZA,2025-12-23,2026-01-07,sent,29437,18.0,5298.66,34735.66,"[{""description"": ""Audit Product 18"", ""quantity"": 2, ""unit_price"": 10696, ""sku"": ""SKU-SERVICES-018""}, {""description"": ""Implementation Product 17"", ""quantity"": 5, ""unit_price"": 1609, ""sku"": ""SKU-SERVICES-017""}]",Thank you for your business.,https://paytm.me/finai/inv-202512-0029
INV-202603-0030,Services Client 10,29AABCU0010R1ZB,2026-03-07,2026-04-06,sent,60912,18.0,10964.16,71876.16,"[{""description"": ""Audit Flagship (Hero)"", ""quantity"": 9, ""unit_price"": 6768, ""sku"": ""SKU-SERVICES-001""}]",Thank you for your business.,https://paytm.me/finai/inv-202603-0030
INV-202601-0031,Services Client 14,29AABCU0014R1ZB,2026-01-05,2026-01-20,paid,30425,18.0,5476.5,35901.5,"[{""description"": ""Retainer Product 6"", ""quantity"": 5, ""unit_price"": 6085, ""sku"": ""SKU-SERVICES-006""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0031
INV-202603-0032,Services Client 4,29AABCU0004R1ZA,2026-03-01,2026-03-16,draft,57160,18.0,10288.8,67448.8,"[{""description"": ""Implementation Product 20"", ""quantity"": 6, ""unit_price"": 4696, ""sku"": ""SKU-SERVICES-020""}, {""description"": ""Audit Product 12"", ""quantity"": 2, ""unit_price"": 7307, ""sku"": ""SKU-SERVICES-012""}, {""description"": ""Audit Product 11"", ""quantity"": 3, ""unit_price"": 764, ""sku"": ""SKU-SERVICES-011""}, {""description"": ""Retainer Product 14"", ""quantity"": 3, ""unit_price"": 4026, ""sku"": ""SKU-SERVICES-014""}]",Thank you for your business.,https://paytm.me/finai/inv-202603-0032
INV-202602-0033,Services Client 13,29AABCU0013R1ZC,2026-02-11,2026-03-28,paid,246298,18.0,44333.64,290631.64,"[{""description"": ""Audit Product 8"", ""quantity"": 8, ""unit_price"": 12665, ""sku"": ""SKU-SERVICES-008""}, {""description"": ""Audit Product 15"", ""quantity"": 9, ""unit_price"": 3121, ""sku"": ""SKU-SERVICES-015""}, {""description"": ""Audit Product 4"", ""quantity"": 1, ""unit_price"": 10935, ""sku"": ""SKU-SERVICES-004""}, {""description"": ""Audit Flagship (Hero)"", ""quantity"": 5, ""unit_price"": 6768, ""sku"": ""SKU-SERVICES-001""}, {""description"": ""Consulting Product 13"", ""quantity"": 7, ""unit_price"": 10302, ""sku"": ""SKU-SERVICES-013""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0033
INV-202602-0034,Services Client 9,29AABCU0009R1ZC,2026-02-22,2026-04-08,paid,14614,18.0,2630.52,17244.52,"[{""description"": ""Audit Product 12"", ""quantity"": 2, ""unit_price"": 7307, ""sku"": ""SKU-SERVICES-012""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0034
INV-202603-0035,Services Client 1,29AABCU0001R1ZC,2026-03-04,2026-04-18,paid,37568,18.0,6762.24,44330.24,"[{""description"": ""Implementation Product 20"", ""quantity"": 8, ""unit_price"": 4696, ""sku"": ""SKU-SERVICES-020""}]",Thank you for your business.,https://paytm.me/finai/inv-202603-0035
INV-202512-0036,Services Client 4,29AABCU0004R1ZA,2025-12-25,2026-01-09,overdue,21847,18.0,3932.46,25779.46,"[{""description"": ""Audit Product 15"", ""quantity"": 7, ""unit_price"": 3121, ""sku"": ""SKU-SERVICES-015""}]",Thank you for your business.,https://paytm.me/finai/inv-202512-0036
INV-202603-0037,Services Client 2,29AABCU0002R1ZB,2026-03-20,2026-04-04,sent,200554,18.0,36099.72,236653.72,"[{""description"": ""Consulting Product 19"", ""quantity"": 6, ""unit_price"": 10195, ""sku"": ""SKU-SERVICES-019""}, {""description"": ""Audit Product 11"", ""quantity"": 8, ""unit_price"": 764, ""sku"": ""SKU-SERVICES-011""}, {""description"": ""Audit Product 18"", ""quantity"": 10, ""unit_price"": 10696, ""sku"": ""SKU-SERVICES-018""}, {""description"": ""Consulting Product 16"", ""quantity"": 8, ""unit_price"": 1597, ""sku"": ""SKU-SERVICES-016""}, {""description"": ""Audit Flagship (Hero)"", ""quantity"": 2, ""unit_price"": 6768, ""sku"": ""SKU-SERVICES-001""}]",Thank you for your business.,https://paytm.me/finai/inv-202603-0037
INV-202602-0038,Services Client 2,29AABCU0002R1ZB,2026-02-14,2026-03-01,sent,130168,18.0,23430.24,153598.24,"[{""description"": ""Audit Product 18"", ""quantity"": 10, ""unit_price"": 10696, ""sku"": ""SKU-SERVICES-018""}, {""description"": ""Consulting Product 5"", ""quantity"": 2, ""unit_price"": 5802, ""sku"": ""SKU-SERVICES-005""}, {""description"": ""Consulting Product 5"", ""quantity"": 2, ""unit_price"": 5802, ""sku"": ""SKU-SERVICES-005""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0038
INV-202601-0039,Services Client 1,29AABCU0001R1ZC,2026-01-16,2026-03-02,paid,309522,18.0,55713.96,365235.96,"[{""description"": ""Consulting Product 19"", ""quantity"": 4, ""unit_price"": 10195, ""sku"": ""SKU-SERVICES-019""}, {""description"": ""Audit Product 8"", ""quantity"": 10, ""unit_price"": 12665, ""sku"": ""SKU-SERVICES-008""}, {""description"": ""Implementation Product 17"", ""quantity"": 7, ""unit_price"": 1609, ""sku"": ""SKU-SERVICES-017""}, {""description"": ""Audit Product 7"", ""quantity"": 9, ""unit_price"": 11156, ""sku"": ""SKU-SERVICES-007""}, {""description"": ""Retainer Product 6"", ""quantity"": 5, ""unit_price"": 6085, ""sku"": ""SKU-SERVICES-006""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0039
INV-202602-0040,Services Client 3,29AABCU0003R1ZC,2026-02-27,2026-04-13,sent,39703,18.0,7146.54,46849.54,"[{""description"": ""Audit Product 8"", ""quantity"": 2, ""unit_price"": 12665, ""sku"": ""SKU-SERVICES-008""}, {""description"": ""Consulting Product 16"", ""quantity"": 9, ""unit_price"": 1597, ""sku"": ""SKU-SERVICES-016""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0040
