invoice_number,customer_name,customer_gstin,date,due_date,status,subtotal,gst_rate,gst_amount,total,items_json,notes,payment_link
INV-202602-0011,Fnb Client 12,29AABCU0012R1ZA,2026-02-15,2026-03-02,overdue,75851,18.0,13653.18,89504.18,"[{""description"": ""Hot Bev Flagship (Hero)"", ""quantity"": 7, ""unit_price"": 8057, ""sku"": ""SKU-FNB-001""}, {""description"": ""Bakery Product 25"", ""quantity"": 4, ""unit_price"": 4863, ""sku"": ""SKU-FNB-025""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0011
INV-202601-0012,Fnb Client 10,29AABCU0010R1ZB,2026-01-31,2026-03-17,paid,245055,18.0,44109.9,289164.9,"[{""description"": ""Bakery Product 49"", ""quantity"": 9, ""unit_price"": 5211, ""sku"": ""SKU-FNB-049""}, {""description"": ""Bakery Product 44"", ""quantity"": 4, ""unit_price"": 7029, ""sku"": ""SKU-FNB-044""}, {""description"": ""Hot Bev Product 32"", ""quantity"": 5, ""unit_price"": 10031, ""sku"": ""SKU-FNB-032""}, {""description"": ""Cold Bev Product 5"", ""quantity"": 5, ""unit_price"": 5653, ""sku"": ""SKU-FNB-005""}, {""description"": ""Hot Bev Product 41"", ""quantity"": 10, ""unit_price"": 9162, ""sku"": ""SKU-FNB-041""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0012
INV-202602-0013,Fnb Client 7,29AABCU0007R1ZC,2026-02-02,2026-02-17,paid,114342,18.0,20581.56,134923.56,"[{""description"": ""Meals Product 27"", ""quantity"": 10, ""unit_price"": 5232, ""sku"": ""SKU-FNB-027""}, {""description"": ""Hot Bev Product 21"", ""quantity"": 6, ""unit_price"": 6838, ""sku"": ""SKU-FNB-021""}, {""description"": ""Meals Product 20"", ""quantity"": 3, ""unit_price"": 5807, ""sku"": ""SKU-FNB-020""}, {""description"": ""Meals Product 9"", ""quantity"": 1, ""unit_price"": 3573, ""sku"": ""SKU-FNB-009""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0013
INV-202512-0014,Fnb Client 8,29AABCU0008R1ZA,2025-12-25,2026-01-09,sent,109744,18.0,19753.92,129497.92,"[{""description"": ""Hot Bev Product 30"", ""quantity"": 8, ""unit_price"": 10289, ""sku"": ""SKU-FNB-030""}, {""description"": ""Hot Bev Product 13"", ""quantity"": 8, ""unit_price"": 3429, ""sku"": ""SKU-FNB-013""}]",Thank you for your business.,https://paytm.me/finai/inv-202512-0014
INV-202602-0015,Fnb Client 7,29AABCU0007R1ZC,2026-02-17,2026-03-04,paid,159046,18.0,28628.28,187674.28,"[{""description"": ""Meals Product 43"", ""quantity"": 9, ""unit_price"": 2453, ""sku"": ""SKU-FNB-043""}, {""description"": ""Cold Bev Product 51"", ""quantity"": 10, ""unit_price"": 4246, ""sku"": ""SKU-FNB-051""}, {""description"": ""Bakery Product 31"", ""quantity"": 9, ""unit_price"": 4084, ""sku"": ""SKU-FNB-031""}, {""description"": ""Bakery Product 47"", ""quantity"": 6, ""unit_price"": 3546, ""sku"": ""SKU-FNB-047""}, {""description"": ""Bakery Product 49"", ""quantity"": 7, ""unit_price"": 5211, ""sku"": ""SKU-FNB-049""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0015
INV-202602-0016,Fnb Client 7,29AABCU0007R1ZC,2026-02-14,2026-03-01,sent,51989,18.0,9358.02,61347.02,"[{""description"": ""Hot Bev Product 46"", ""quantity"": 7, ""unit_price"": 7427, ""sku"": ""SKU-FNB-046""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0016
INV-202601-0017,Fnb Client 12,29AABCU0012R1ZA,2026-01-09,2026-01-24,overdue,60386,18.0,10869.48,71255.48,"[{""description"": ""Meals Product 28"", ""quantity"": 5, ""unit_price"": 1092, ""sku"": ""SKU-FNB-028""}, {""description"": ""Hot Bev Product 30"", ""quantity"": 3, ""unit_price"": 10289, ""sku"": ""SKU-FNB-030""}, {""description"": ""Bakery Product 60"", ""quantity"": 3, ""unit_price"": 6704, ""sku"": ""SKU-FNB-060""}, {""description"": ""Meals Product 24"", ""quantity"": 1, ""unit_price"": 3947, ""sku"": ""SKU-FNB-024""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0017
INV-202601-0018,Fnb Client 1,29AABCU0001R1ZA,2026-01-16,2026-03-17,paid,14589,18.0,2626.02,17215.02,"[{""description"": ""Bakery Product 25"", ""quantity"": 3, ""unit_price"": 4863, ""sku"": ""SKU-FNB-025""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0018
INV-202602-0019,Fnb Client 13,29AABCU0013R1ZB,2026-02-23,2026-04-09,sent,175413,18.0,31574.34,206987.34,"[{""description"": ""Hot Bev Product 7"", ""quantity"": 3, ""unit_price"": 1790, ""sku"": ""SKU-FNB-007""}, {""description"": ""Bakery Product 25"", ""quantity"": 6, ""unit_price"": 4863, ""sku"": ""SKU-FNB-025""}, {""description"": ""Meals Product 14"", ""quantity"": 9, ""unit_price"": 10457, ""sku"": ""SKU-FNB-014""}, {""description"": ""Bakery Product 6"", ""quantity"": 6, ""unit_price"": 7792, ""sku"": ""SKU-FNB-006""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0019
INV-202602-0020,Fnb Client 3,29AABCU0003R1ZC,2026-02-28,2026-04-29,paid,150456,18.0,27082.08,177538.08,"[{""description"": ""Meals Product 59"", ""quantity"": 10, ""unit_price"": 5319, ""sku"": ""SKU-FNB-059""}, {""description"": ""Hot Bev Product 50"", ""quantity"": 1, ""unit_price"": 5092, ""sku"": ""SKU-FNB-050""}, {""description"": ""Hot Bev Product 50"", ""quantity"": 7, ""unit_price"": 5092, ""sku"": ""SKU-FNB-050""}, {""description"": ""Cold Bev Product 5"", ""quantity"": 10, ""unit_price"": 5653, ""sku"": ""SKU-FNB-005""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0020
INV-202512-0021,Fnb Client 8,29AABCU0008R1ZA,2025-12-25,2026-01-09,overdue,61747,18.0,11114.46,72861.46,"[{""description"": ""Cold Bev Product 34"", ""quantity"": 7, ""unit_price"": 512, ""sku"": ""SKU-FNB-034""}, {""description"": ""Meals Product 33"", ""quantity"": 8, ""unit_price"": 430, ""sku"": ""SKU-FNB-033""}, {""description"": ""Bakery Product 53"", ""quantity"": 9, ""unit_price"": 2035, ""sku"": ""SKU-FNB-053""}, {""description"": ""Hot Bev Product 3"", ""quantity"": 4, ""unit_price"": 9102, ""sku"": ""SKU-FNB-003""}]",Thank you for your business.,https://paytm.me/finai/inv-202512-0021
INV-202601-0022,Fnb Client 11,29AABCU0011R1ZB,2026-01-01,2026-02-15,paid,36807,18.0,6625.26,43432.26,"[{""description"": ""Cold Bev Product 34"", ""quantity"": 6, ""unit_price"": 512, ""sku"": ""SKU-FNB-034""}, {""description"": ""Cold Bev Product 34"", ""quantity"": 8, ""unit_price"": 512, ""sku"": ""SKU-FNB-034""}, {""description"": ""Bakery Product 6"", ""quantity"": 2, ""unit_price"": 7792, ""sku"": ""SKU-FNB-006""}, {""description"": ""Hot Bev Product 26"", ""quantity"": 5, ""unit_price"": 2811, ""sku"": ""SKU-FNB-026""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0022
INV-202601-0023,Fnb Client 4,29AABCU0004R1ZC,2026-01-02,2026-02-01,overdue,32672,18.0,5880.96,38552.96,"[{""description"": ""Bakery Product 31"", ""quantity"": 8, ""unit_price"": 4084, ""sku"": ""SKU-FNB-031""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0023
INV-202601-0024,Fnb Client 8,29AABCU0008R1ZA,2026-01-19,2026-02-03,overdue,20552,18.0,3699.36,24251.36,"[{""description"": ""Hot Bev Product 22"", ""quantity"": 7, ""unit_price"": 998, ""sku"": ""SKU-FNB-022""}, {""description"": ""Bakery Product 2"", ""quantity"": 7, ""unit_price"": 1938, ""sku"": ""SKU-FNB-002""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0024
INV-202601-0025,Fnb Client 8,29AABCU0008R1ZA,2026-01-25,2026-02-09,sent,215371,18.0,38766.78,254137.78,"[{""description"": ""Hot Bev Product 38"", ""quantity"": 10, ""unit_price"": 5316, ""sku"": ""SKU-FNB-038""}, {""description"": ""Cold Bev Product 51"", ""quantity"": 6, ""unit_price"": 4246, ""sku"": ""SKU-FNB-051""}, {""description"": ""Bakery Product 57"", ""quantity"": 10, ""unit_price"": 7733, ""sku"": ""SKU-FNB-057""}, {""description"": ""Meals Product 39"", ""quantity"": 10, ""unit_price"": 5392, ""sku"": ""SKU-FNB-039""}, {""description"": ""Meals Product 45"", ""quantity"": 5, ""unit_price"": 1097, ""sku"": ""SKU-FNB-045""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0025
INV-202601-0026,Fnb Client 14,29AABCU0014R1ZB,2026-01-22,2026-03-23,overdue,82852,18.0,14913.36,97765.36,"[{""description"": ""Meals Product 24"", ""quantity"": 10, ""unit_price"": 3947, ""sku"": ""SKU-FNB-024""}, {""description"": ""Cold Bev Product 34"", ""quantity"": 7, ""unit_price"": 512, ""sku"": ""SKU-FNB-034""}, {""description"": ""Bakery Product 18"", ""quantity"": 9, ""unit_price"": 4422, ""sku"": ""SKU-FNB-018""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0026
INV-202603-0027,Fnb Client 2,29AABCU0002R1ZB,2026-03-01,2026-04-30,sent,95855,18.0,17253.9,113108.9,"[{""description"": ""Bakery Product 18"", ""quantity"": 4, ""unit_price"": 4422, ""sku"": ""SKU-FNB-018""}, {""description"": ""Bakery Product 60"", ""quantity"": 4, ""unit_price"": 6704, ""sku"": ""SKU-FNB-060""}, {""description"": ""Hot Bev Product 23"", ""quantity"": 8, ""unit_price"": 2946, ""sku"": ""SKU-FNB-023""}, {""description"": ""Cold Bev Product 11"", ""quantity"": 8, ""unit_price"": 2187, ""sku"": ""SKU-FNB-011""}, {""description"": ""Hot Bev Product 13"", ""quantity"": 3, ""unit_price"": 3429, ""sku"": ""SKU-FNB-013""}]",Thank you for your business.,https://paytm.me/finai/inv-202603-0027
INV-202602-0028,Fnb Client 12,29AABCU0012R1ZA,2026-02-16,2026-03-03,paid,11306,18.0,2035.08,13341.08,"[{""description"": ""Cold Bev Product 5"", ""quantity"": 2, ""unit_price"": 5653, ""sku"": ""SKU-FNB-005""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0028
INV-202601-0029,Fnb Client 1,29AABCU0001R1ZA,2026-01-21,2026-03-22,overdue,35523,18.0,6394.14,41917.14,"[{""description"": ""Meals Product 24"", ""quantity"": 9, ""unit_price"": 3947, ""sku"": ""SKU-FNB-024""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0029
INV-202602-0030,Fnb Client 10,29AABCU0010R1ZB,2026-02-06,2026-03-23,draft,98016,18.0,17642.88,115658.88,"[{""description"": ""Hot Bev Flagship (Hero)"", ""quantity"": 3, ""unit_price"": 8057, ""sku"": ""SKU-FNB-001""}, {""description"": ""Hot Bev Product 38"", ""quantity"": 3, ""unit_price"": 5316, ""sku"": ""SKU-FNB-038""}, {""description"": ""Hot Bev Product 32"", ""quantity"": 1, ""unit_price"": 10031, ""sku"": ""SKU-FNB-032""}, {""description"": ""Hot Bev Product 21"", ""quantity"": 7, ""unit_price"": 6838, ""sku"": ""SKU-FNB-021""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0030
INV-202603-0031,Fnb Client 3,29AABCU0003R1ZC,2026-03-03,2026-05-02,paid,82526,18.0,14854.68,97380.68,"[{""description"": ""Cold Bev Product 42"", ""quantity"": 9, ""unit_price"": 2118, ""sku"": ""SKU-FNB-042""}, {""description"": ""Hot Bev Product 41"", ""quantity"": 6, ""unit_price"": 9162, ""sku"": ""SKU-FNB-041""}, {""description"": ""Cold Bev Product 51"", ""quantity"": 2, ""unit_price"": 4246, ""sku"": ""SKU-FNB-051""}]",Thank you for your business.,https://paytm.me/finai/inv-202603-0031
INV-202603-0032,Fnb Client 1,29AABCU0001R1ZA,2026-03-10,2026-05-09,draft,41438,18.0,7458.84,48896.84,"[{""description"": ""Meals Product 10"", ""quantity"": 10, ""unit_price"": 3327, ""sku"": ""SKU-FNB-010""}, {""description"": ""Bakery Product 31"", ""quantity"": 2, ""unit_price"": 4084, ""sku"": ""SKU-FNB-031""}]",Thank you for your business.,https://paytm.me/finai/inv-202603-0032
INV-202602-0033,Fnb Client 2,29AABCU0002R1ZB,2026-02-12,2026-04-13,sent,147094,18.0,26476.92,173570.92,"[{""description"": ""Hot Bev Product 46"", ""quantity"": 5, ""unit_price"": 7427, ""sku"": ""SKU-FNB-046""}, {""description"": ""Bakery Product 25"", ""quantity"": 8, ""unit_price"": 4863, ""sku"": ""SKU-FNB-025""}, {""description"": ""Cold Bev Product 17"", ""quantity"": 10, ""unit_price"": 5589, ""sku"": ""SKU-FNB-017""}, {""description"": ""Cold Bev Product 8"", ""quantity"": 9, ""unit_price"": 1685, ""sku"": ""SKU-FNB-008""}]",Thank you for your business.,https://paytm.me/finai/inv-202602-0033
INV-202512-0034,Fnb Client 10,29AABCU0010R1ZB,2025-12-31,2026-02-14,paid,75916,18.0,13664.88,89580.88,"[{""description"": ""Cold Bev Product 42"", ""quantity"": 10, ""unit_price"": 2118, ""sku"": ""SKU-FNB-042""}, {""description"": ""Bakery Product 44"", ""quantity"": 5, ""unit_price"": 7029, ""sku"": ""SKU-FNB-044""}, {""description"": ""Bakery Product 35"", ""quantity"": 1, ""unit_price"": 7326, ""sku"": ""SKU-FNB-035""}, {""description"": ""Meals Product 43"", ""quantity"": 5, ""unit_price"": 2453, ""sku"": ""SKU-FNB-043""}]",Thank you for your business.,https://paytm.me/finai/inv-202512-0034
INV-202601-0035,Fnb Client 13,29AABCU0013R1ZB,2026-01-15,2026-03-01,draft,54156,18.0,9748.08,63904.08,"[{""description"": ""Hot Bev Product 38"", ""quantity"": 8, ""unit_price"": 5316, ""sku"": ""SKU-FNB-038""}, {""description"": ""Bakery Product 2"", ""quantity"": 6, ""unit_price"": 1938, ""sku"": ""SKU-FNB-002""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0035
INV-202512-0036,Fnb Client 9,29AABCU0009R1ZA,2025-12-29,2026-02-12,paid,83972,18.0,15114.96,99086.96,"[{""description"": ""Cold Bev Product 51"", ""quantity"": 5, ""unit_price"": 4246, ""sku"": ""SKU-FNB-051""}, {""description"": ""Meals Product 14"", ""quantity"": 6, ""unit_price"": 10457, ""sku"": ""SKU-FNB-014""}]",Thank you for your business.,https://paytm.me/finai/inv-202512-0036
INV-202601-0037,Fnb Client 11,29AABCU0011R1ZB,2026-01-25,2026-03-11,draft,179787,18.0,32361.66,212148.66,"[{""description"": ""Bakery Product 60"", ""quantity"": 7, ""unit_price"": 6704, ""sku"": ""SKU-FNB-060""}, {""description"": ""Meals Product 14"", ""quantity"": 8, ""unit_price"": 10457, ""sku"": ""SKU-FNB-014""}, {""description"": ""Bakery Product 44"", ""quantity"": 7, ""unit_price"": 7029, ""sku"": ""SKU-FNB-044""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0037
INV-202601-0038,Fnb Client 7,29AABCU0007R1ZC,2026-01-22,2026-02-06,paid,148982,18.0,26816.76,175798.76,"[{""description"": ""Meals Product 59"", ""quantity"": 5, ""unit_price"": 5319, ""sku"": ""SKU-FNB-059""}, {""description"": ""Meals Product 39"", ""quantity"": 2, ""unit_price"": 5392, ""sku"": ""SKU-FNB-039""}, {""description"": ""Meals Product 14"", ""quantity"": 6, ""unit_price"": 10457, ""sku"": ""SKU-FNB-014""}, {""description"": ""Cold Bev Product 11"", ""quantity"": 9, ""unit_price"": 2187, ""sku"": ""SKU-FNB-011""}, {""description"": ""Bakery Product 25"", ""quantity"": 6, ""unit_price"": 4863, ""sku"": ""SKU-FNB-025""}]",Thank you for your business.,https://paytm.me/finai/inv-202601-0038
INV-202603-0039,Fnb Client 5,29AABCU0005R1ZC,2026-03-18,2026-05-17,paid,32228,18.0,5801.04,38029.04,"[{""description"": ""Hot Bev Flagship (Hero)"", ""quantity"": 4, ""unit_price"": 8057, ""sku"": ""SKU-FNB-001""}]",Thank you for your business.,https://paytm.me/finai/inv-202603-0039
INV-202603-0040,Fnb Client 1,29AABCU0001R1ZA,2026-03-17,2026-05-16,paid,153396,18.0,27611.28,181007.28,"[{""description"": ""Hot Bev Product 38"", ""quantity"": 9, ""unit_price"": 5316, ""sku"": ""SKU-FNB-038""}, {""description"": ""Hot Bev Product 37"", ""quantity"": 8, ""unit_price"": 216, ""sku"": ""SKU-FNB-037""}, {""description"": ""Hot Bev Flagship (Hero)"", ""quantity"": 9, ""unit_price"": 8057, ""sku"": ""SKU-FNB-001""}, {""description"": ""Meals Product 54"", ""quantity"": 7, ""unit_price"": 4473, ""sku"": ""SKU-FNB-054""}]",Thank you for your business.,https://paytm.me/finai/inv-202603-0040
