date,revenue,expenses,profit,top_selling_sku
2024-11-16,115659.32,49866.82,65792.5,SKU-SERVICES-001
2024-11-17,96384.36,37900.68,58483.68,SKU-SERVICES-008
2024-11-18,117280.78,46086.94,71193.85,SKU-SERVICES-015
2024-11-19,111085.33,46738.72,64346.61,SKU-SERVICES-001
2024-11-20,99770.33,41867.5,57902.83,SKU-SERVICES-001
2024-11-21,119205.34,43162.27,76043.07,SKU-SERVICES-001
2024-11-22,98448.51,42595.65,55852.86,SKU-SERVICES-001
2024-11-23,131806.45,50579.75,81226.69,SKU-SERVICES-001
2024-11-24,129547.71,56238.07,73309.64,SKU-SERVICES-003
2024-11-25,91338.31,36333.74,55004.57,SKU-SERVICES-001
2024-11-26,111891.71,48812.43,63079.27,SKU-SERVICES-001
2024-11-27,125689.81,49793.35,75896.46,SKU-SERVICES-011
2024-11-28,119905.28,46289.14,73616.14,SKU-SERVICES-001
2024-11-29,98994.69,35999.84,62994.85,SKU-SERVICES-019
2024-11-30,103024.5,44529.16,58495.34,SKU-SERVICES-014
2024-12-01,134176.61,55286.92,78889.69,SKU-SERVICES-001
2024-12-02,141060.15,61657.34,79402.8,SKU-SERVICES-001
2024-12-03,174808.04,75832.58,98975.46,SKU-SERVICES-006
2024-12-04,122490.8,44748.54,77742.26,SKU-SERVICES-001
2024-12-05,160658.67,60100.31,100558.36,SKU-SERVICES-019
2024-12-06,177075.7,74807.92,102267.78,SKU-SERVICES-012
2024-12-07,160230.45,69623.45,90607.0,SKU-SERVICES-001
2024-12-08,137412.68,58394.03,79018.65,SKU-SERVICES-001
2024-12-09,160050.25,66453.08,93597.17,SKU-SERVICES-014
2024-12-10,152381.6,55297.5,97084.1,SKU-SERVICES-001
2024-12-11,139362.38,51538.9,87823.48,SKU-SERVICES-001
2024-12-12,173678.13,68894.14,104784.0,SKU-SERVICES-013
2024-12-13,176665.16,68806.33,107858.83,SKU-SERVICES-001
2024-12-14,172886.41,75665.16,97221.25,SKU-SERVICES-015
2024-12-15,147690.58,62669.49,85021.1,SKU-SERVICES-004
2024-12-16,128246.24,48577.89,79668.35,SKU-SERVICES-001
2024-12-17,148278.3,56177.44,92100.85,SKU-SERVICES-001
2024-12-18,180021.95,71258.03,108763.92,SKU-SERVICES-001
2024-12-19,179975.15,68539.19,111435.96,SKU-SERVICES-001
2024-12-20,154883.27,66023.72,88859.54,SKU-SERVICES-001
2024-12-21,135756.56,55762.24,79994.32,SKU-SERVICES-001
2024-12-22,127811.51,49517.49,78294.03,SKU-SERVICES-001
2024-12-23,151350.62,55062.58,96288.04,SKU-SERVICES-001
2024-12-24,165729.51,67429.69,98299.82,SKU-SERVICES-001
2024-12-25,132071.05,57433.16,74637.9,SKU-SERVICES-017
2024-12-26,171271.44,70571.59,100699.85,SKU-SERVICES-006
2024-12-27,148291.58,63865.46,84426.12,SKU-SERVICES-007
2024-12-28,135554.87,56875.63,78679.24,SKU-SERVICES-007
2024-12-29,167952.43,71110.93,96841.5,SKU-SERVICES-001
2024-12-30,142709.86,58256.74,84453.11,SKU-SERVICES-001
2024-12-31,132336.62,57569.84,74766.77,SKU-SERVICES-010
2025-01-01,121598.88,44644.61,76954.27,SKU-SERVICES-001
2025-01-02,121186.98,44274.7,76912.28,SKU-SERVICES-001
2025-01-03,129947.45,49230.54,80716.9,SKU-SERVICES-015
2025-01-04,94185.39,38404.83,55780.56,SKU-SERVICES-001
2025-01-05,116114.68,43877.2,72237.47,SKU-SERVICES-001
2025-01-06,114137.38,48829.03,65308.34,SKU-SERVICES-020
2025-01-07,107021.58,42247.39,64774.19,SKU-SERVICES-001
2025-01-08,115648.11,44015.31,71632.8,SKU-SERVICES-001
2025-01-09,96912.28,36421.7,60490.58,SKU-SERVICES-005
2025-01-10,119967.88,45058.13,74909.74,SKU-SERVICES-011
2025-01-11,109770.53,41062.79,68707.74,SKU-SERVICES-001
2025-01-12,101851.65,43598.5,58253.15,SKU-SERVICES-008
2025-01-13,99539.35,37316.96,62222.38,SKU-SERVICES-020
2025-01-14,110111.73,43379.26,66732.47,SKU-SERVICES-001
2025-01-15,111643.81,45893.12,65750.69,SKU-SERVICES-001
2025-01-16,93528.55,39523.48,54005.07,SKU-SERVICES-001
2025-01-17,111036.39,44441.7,66594.69,SKU-SERVICES-005
2025-01-18,137469.35,51003.12,86466.23,SKU-SERVICES-017
2025-01-19,126059.1,49188.62,76870.48,SKU-SERVICES-001
2025-01-20,125984.28,53769.62,72214.66,SKU-SERVICES-011
2025-01-21,99562.6,37954.44,61608.17,SKU-SERVICES-005
2025-01-22,103170.88,39280.13,63890.74,SKU-SERVICES-001
2025-01-23,113074.63,42097.55,70977.08,SKU-SERVICES-003
2025-01-24,122056.21,49788.01,72268.19,SKU-SERVICES-014
2025-01-25,130707.63,51248.23,79459.4,SKU-SERVICES-001
2025-01-26,137628.06,60308.42,77319.64,SKU-SERVICES-001
2025-01-27,101135.14,41849.27,59285.87,SKU-SERVICES-001
2025-01-28,111064.89,40284.63,70780.26,SKU-SERVICES-001
2025-01-29,127794.34,52256.81,75537.54,SKU-SERVICES-001
2025-01-30,109515.54,41067.24,68448.3,SKU-SERVICES-001
2025-01-31,128447.41,46783.87,81663.54,SKU-SERVICES-016
2025-02-01,126179.42,48841.64,77337.78,SKU-SERVICES-001
2025-02-02,118167.63,47964.28,70203.35,SKU-SERVICES-015
2025-02-03,102317.33,42361.59,59955.74,SKU-SERVICES-001
2025-02-04,99292.62,43162.45,56130.18,SKU-SERVICES-010
2025-02-05,120513.45,52433.93,68079.52,SKU-SERVICES-009
2025-02-06,109891.37,46517.42,63373.95,SKU-SERVICES-001
2025-02-07,106626.66,42430.6,64196.06,SKU-SERVICES-001
2025-02-08,114853.31,50362.31,64491.0,SKU-SERVICES-003
2025-02-09,94790.18,36428.32,58361.86,SKU-SERVICES-001
2025-02-10,112465.69,41821.32,70644.37,SKU-SERVICES-008
2025-02-11,102160.07,37346.34,64813.73,SKU-SERVICES-001
2025-02-12,114412.88,41432.28,72980.6,SKU-SERVICES-001
2025-02-13,133908.81,52309.87,81598.93,SKU-SERVICES-012
2025-02-14,137182.93,54082.07,83100.86,SKU-SERVICES-001
2025-02-15,126108.29,54299.74,71808.55,SKU-SERVICES-001
2025-02-16,119379.94,47115.06,72264.88,SKU-SERVICES-018
2025-02-17,125341.88,47774.15,77567.73,SKU-SERVICES-001
2025-02-18,106932.71,43805.83,63126.88,SKU-SERVICES-001
2025-02-19,132067.51,51236.83,80830.68,SKU-SERVICES-004
2025-02-20,103280.03,37345.36,65934.67,SKU-SERVICES-001
2025-02-21,100427.5,42666.09,57761.41,SKU-SERVICES-001
2025-02-22,121757.73,48507.79,73249.94,SKU-SERVICES-020
2025-02-23,109889.64,45973.9,63915.74,SKU-SERVICES-008
2025-02-24,104751.46,38740.77,66010.69,SKU-SERVICES-007
2025-02-25,126532.08,52105.68,74426.4,SKU-SERVICES-009
2025-02-26,119848.2,51418.07,68430.13,SKU-SERVICES-001
2025-02-27,104990.16,44233.72,60756.44,SKU-SERVICES-001
2025-02-28,114812.87,43256.91,71555.96,SKU-SERVICES-020
2025-03-01,147562.2,60534.3,87027.9,SKU-SERVICES-011
2025-03-02,143601.55,57581.27,86020.28,SKU-SERVICES-004
2025-03-03,153447.33,56557.56,96889.77,SKU-SERVICES-001
2025-03-04,172242.56,66921.15,105321.41,SKU-SERVICES-001
2025-03-05,141634.72,55984.23,85650.49,SKU-SERVICES-001
2025-03-06,144496.3,57497.05,86999.25,SKU-SERVICES-007
2025-03-07,176973.3,67021.04,109952.25,SKU-SERVICES-001
2025-03-08,133535.89,52436.14,81099.76,SKU-SERVICES-001
2025-03-09,147690.33,57021.22,90669.12,SKU-SERVICES-001
2025-03-10,172445.14,72732.91,99712.23,SKU-SERVICES-009
2025-03-11,178396.23,68429.38,109966.85,SKU-SERVICES-001
2025-03-12,174765.16,66598.28,108166.88,SKU-SERVICES-001
2025-03-13,131180.62,51054.72,80125.9,SKU-SERVICES-001
2025-03-14,151946.41,57851.43,94094.98,SKU-SERVICES-016
2025-03-15,157858.27,67736.99,90121.27,SKU-SERVICES-001
2025-03-16,140552.0,55631.81,84920.19,SKU-SERVICES-018
2025-03-17,163591.93,62939.0,100652.94,SKU-SERVICES-011
2025-03-18,180277.34,72001.56,108275.78,SKU-SERVICES-001
2025-03-19,187064.06,77650.18,109413.88,SKU-SERVICES-019
2025-03-20,154865.17,62575.26,92289.91,SKU-SERVICES-019
2025-03-21,188887.34,82174.62,106712.72,SKU-SERVICES-001
2025-03-22,168292.69,64642.57,103650.11,SKU-SERVICES-001
2025-03-23,151128.48,63449.8,87678.68,SKU-SERVICES-001
2025-03-24,155589.36,68236.14,87353.22,SKU-SERVICES-001
2025-03-25,129267.25,55813.39,73453.86,SKU-SERVICES-001
2025-03-26,167109.97,73460.75,93649.22,SKU-SERVICES-001
2025-03-27,165396.94,68323.27,97073.67,SKU-SERVICES-001
2025-03-28,136350.39,50311.68,86038.71,SKU-SERVICES-001
2025-03-29,133148.74,51564.03,81584.71,SKU-SERVICES-005
2025-03-30,153960.34,66355.42,87604.92,SKU-SERVICES-006
2025-03-31,170911.39,73323.79,97587.6,SKU-SERVICES-008
2025-04-01,126002.9,45560.41,80442.49,SKU-SERVICES-018
2025-04-02,117109.05,50294.11,66814.94,SKU-SERVICES-001
2025-04-03,97699.45,39490.37,58209.07,SKU-SERVICES-001
2025-04-04,122581.45,45823.89,76757.57,SKU-SERVICES-001
2025-04-05,113084.9,43516.22,69568.68,SKU-SERVICES-008
2025-04-06,141936.36,60829.08,81107.28,SKU-SERVICES-011
2025-04-07,127981.21,53055.96,74925.26,SKU-SERVICES-019
2025-04-08,142620.77,54123.52,88497.25,SKU-SERVICES-001
2025-04-09,139874.4,51143.1,88731.3,SKU-SERVICES-001
2025-04-10,110374.03,40954.47,69419.56,SKU-SERVICES-001
2025-04-11,139539.46,60283.83,79255.63,SKU-SERVICES-017
2025-04-12,131780.9,55688.72,76092.19,SKU-SERVICES-001
2025-04-13,105528.85,43146.94,62381.91,SKU-SERVICES-001
2025-04-14,118064.14,46681.47,71382.68,SKU-SERVICES-001
2025-04-15,100603.34,41986.91,58616.43,SKU-SERVICES-001
2025-04-16,102689.46,40939.48,61749.98,SKU-SERVICES-009
2025-04-17,120530.92,43923.71,76607.21,SKU-SERVICES-001
2025-04-18,106735.94,46351.14,60384.8,SKU-SERVICES-001
2025-04-19,120159.21,43578.61,76580.6,SKU-SERVICES-011
2025-04-20,143784.28,56076.07,87708.22,SKU-SERVICES-008
2025-04-21,139752.18,61261.71,78490.47,SKU-SERVICES-001
2025-04-22,142720.57,51751.57,90969.0,SKU-SERVICES-001
2025-04-23,101692.88,39811.33,61881.55,SKU-SERVICES-013
2025-04-24,101294.6,42471.21,58823.39,SKU-SERVICES-001
2025-04-25,137836.79,51069.92,86766.87,SKU-SERVICES-001
2025-04-26,126700.81,51369.31,75331.5,SKU-SERVICES-001
2025-04-27,111838.39,41834.18,70004.22,SKU-SERVICES-001
2025-04-28,124621.45,46101.99,78519.46,SKU-SERVICES-015
2025-04-29,111082.88,40941.52,70141.36,SKU-SERVICES-007
2025-04-30,102153.06,39195.01,62958.05,SKU-SERVICES-001
2025-05-01,97886.78,40378.16,57508.62,SKU-SERVICES-001
2025-05-02,140930.48,54689.85,86240.63,SKU-SERVICES-010
2025-05-03,108648.59,44580.57,64068.02,SKU-SERVICES-001
2025-05-04,133223.07,49889.09,83333.98,SKU-SERVICES-001
2025-05-05,140048.68,61555.61,78493.07,SKU-SERVICES-001
2025-05-06,102618.26,43283.9,59334.36,SKU-SERVICES-001
2025-05-07,127247.33,52503.3,74744.02,SKU-SERVICES-001
2025-05-08,122941.55,47540.2,75401.36,SKU-SERVICES-016
2025-05-09,109787.62,46412.8,63374.82,SKU-SERVICES-001
2025-05-10,132657.21,57504.02,75153.19,SKU-SERVICES-001
2025-05-11,102429.12,42914.76,59514.35,SKU-SERVICES-002
2025-05-12,145720.87,53914.55,91806.32,SKU-SERVICES-001
2025-05-13,110929.01,41220.51,69708.5,SKU-SERVICES-001
2025-05-14,136536.71,54090.06,82446.65,SKU-SERVICES-019
2025-05-15,139283.36,54340.91,84942.45,SKU-SERVICES-001
2025-05-16,130039.77,55735.04,74304.73,SKU-SERVICES-001
2025-05-17,100018.04,38510.22,61507.82,SKU-SERVICES-014
2025-05-18,134060.71,53108.08,80952.63,SKU-SERVICES-001
2025-05-19,138700.97,55075.57,83625.4,SKU-SERVICES-001
2025-05-20,138251.3,59239.56,79011.73,SKU-SERVICES-001
2025-05-21,131401.95,57744.29,73657.66,SKU-SERVICES-001
2025-05-22,124155.69,44964.25,79191.44,SKU-SERVICES-001
2025-05-23,115217.63,44318.79,70898.85,SKU-SERVICES-001
2025-05-24,138408.93,55774.37,82634.56,SKU-SERVICES-010
2025-05-25,132313.68,49686.97,82626.71,SKU-SERVICES-009
2025-05-26,103997.42,44250.32,59747.1,SKU-SERVICES-004
2025-05-27,107637.42,45596.62,62040.8,SKU-SERVICES-001
2025-05-28,138289.15,54761.11,83528.04,SKU-SERVICES-008
2025-05-29,124060.09,53299.77,70760.31,SKU-SERVICES-008
2025-05-30,130003.9,56524.88,73479.01,SKU-SERVICES-001
2025-05-31,131575.75,53348.25,78227.49,SKU-SERVICES-001
2025-06-01,115813.41,47762.53,68050.87,SKU-SERVICES-008
2025-06-02,119580.49,50729.69,68850.8,SKU-SERVICES-001
2025-06-03,129528.17,49010.38,80517.79,SKU-SERVICES-001
2025-06-04,116311.61,43862.12,72449.49,SKU-SERVICES-014
2025-06-05,108230.21,43111.13,65119.08,SKU-SERVICES-014
2025-06-06,98929.39,37971.75,60957.64,SKU-SERVICES-001
2025-06-07,99800.28,37698.77,62101.51,SKU-SERVICES-008
2025-06-08,104598.51,45677.16,58921.35,SKU-SERVICES-018
2025-06-09,121213.15,47416.09,73797.06,SKU-SERVICES-001
2025-06-10,142784.01,56467.79,86316.21,SKU-SERVICES-018
2025-06-11,103994.7,42295.96,61698.75,SKU-SERVICES-001
2025-06-12,137789.29,56068.98,81720.31,SKU-SERVICES-001
2025-06-13,117994.97,45948.28,72046.69,SKU-SERVICES-001
2025-06-14,134612.04,54599.19,80012.86,SKU-SERVICES-015
2025-06-15,115103.51,45961.2,69142.3,SKU-SERVICES-004
2025-06-16,116188.49,45275.66,70912.83,SKU-SERVICES-001
2025-06-17,125270.21,53750.86,71519.35,SKU-SERVICES-001
2025-06-18,142525.83,56741.58,85784.25,SKU-SERVICES-014
2025-06-19,101560.54,40202.84,61357.7,SKU-SERVICES-011
2025-06-20,128510.38,55630.43,72879.95,SKU-SERVICES-001
2025-06-21,144400.28,60656.19,83744.08,SKU-SERVICES-016
2025-06-22,111585.39,46654.3,64931.09,SKU-SERVICES-001
2025-06-23,129886.09,52239.75,77646.34,SKU-SERVICES-001
2025-06-24,124683.23,53533.86,71149.38,SKU-SERVICES-001
2025-06-25,128598.77,46474.28,82124.49,SKU-SERVICES-020
2025-06-26,131514.15,50430.25,81083.9,SKU-SERVICES-001
2025-06-27,114761.51,49829.88,64931.63,SKU-SERVICES-008
2025-06-28,132916.9,58304.61,74612.29,SKU-SERVICES-011
2025-06-29,116026.16,45937.52,70088.64,SKU-SERVICES-001
2025-06-30,136210.05,53715.54,82494.51,SKU-SERVICES-008
2025-07-01,103279.83,38154.63,65125.19,SKU-SERVICES-012
2025-07-02,105796.2,42260.96,63535.24,SKU-SERVICES-001
2025-07-03,107674.05,43982.35,63691.7,SKU-SERVICES-001
2025-07-04,144770.86,56091.65,88679.21,SKU-SERVICES-004
2025-07-05,103693.18,44630.5,59062.68,SKU-SERVICES-001
2025-07-06,126372.88,49333.57,77039.31,SKU-SERVICES-001
2025-07-07,111669.6,41705.85,69963.75,SKU-SERVICES-001
2025-07-08,143696.71,54449.34,89247.36,SKU-SERVICES-001
2025-07-09,120606.21,52630.26,67975.95,SKU-SERVICES-001
2025-07-10,104628.07,39764.56,64863.5,SKU-SERVICES-001
2025-07-11,107539.63,44202.42,63337.22,SKU-SERVICES-001
2025-07-12,139399.52,52730.22,86669.3,SKU-SERVICES-012
2025-07-13,105253.3,43042.88,62210.41,SKU-SERVICES-001
2025-07-14,125217.02,51259.77,73957.24,SKU-SERVICES-018
2025-07-15,148714.2,55790.55,92923.65,SKU-SERVICES-009
2025-07-16,120419.86,46073.02,74346.84,SKU-SERVICES-001
2025-07-17,102562.78,42204.06,60358.72,SKU-SERVICES-001
2025-07-18,118613.51,48269.49,70344.01,SKU-SERVICES-001
2025-07-19,100644.85,43785.89,56858.96,SKU-SERVICES-001
2025-07-20,120577.08,49271.73,71305.35,SKU-SERVICES-005
2025-07-21,117886.65,45981.1,71905.55,SKU-SERVICES-001
2025-07-22,105140.17,43264.24,61875.93,SKU-SERVICES-014
2025-07-23,125318.23,45348.35,79969.89,SKU-SERVICES-013
2025-07-24,134124.85,53657.58,80467.27,SKU-SERVICES-001
2025-07-25,128057.3,55706.81,72350.49,SKU-SERVICES-001
2025-07-26,148095.64,55707.65,92388.0,SKU-SERVICES-001
2025-07-27,105152.29,39795.36,65356.92,SKU-SERVICES-001
2025-07-28,124231.09,50053.03,74178.05,SKU-SERVICES-001
2025-07-29,141319.9,51705.26,89614.65,SKU-SERVICES-001
2025-07-30,106141.92,45332.25,60809.68,SKU-SERVICES-001
2025-07-31,107313.76,41156.56,66157.2,SKU-SERVICES-009
2025-08-01,133442.81,56829.32,76613.48,SKU-SERVICES-001
2025-08-02,124819.39,51396.36,73423.03,SKU-SERVICES-001
2025-08-03,141267.76,58222.02,83045.74,SKU-SERVICES-001
2025-08-04,112143.98,40842.11,71301.87,SKU-SERVICES-020
2025-08-05,102861.77,43719.85,59141.92,SKU-SERVICES-001
2025-08-06,131163.41,50952.62,80210.79,SKU-SERVICES-001
2025-08-07,103203.21,41737.2,61466.01,SKU-SERVICES-001
2025-08-08,146705.36,55493.41,91211.94,SKU-SERVICES-008
2025-08-09,107719.96,46988.79,60731.17,SKU-SERVICES-016
2025-08-10,134236.85,58937.3,75299.56,SKU-SERVICES-007
2025-08-11,127690.67,46623.26,81067.41,SKU-SERVICES-006
2025-08-12,142276.02,54325.14,87950.88,SKU-SERVICES-001
2025-08-13,149034.88,60135.8,88899.08,SKU-SERVICES-003
2025-08-14,110129.97,41414.93,68715.05,SKU-SERVICES-001
2025-08-15,118661.34,49546.81,69114.54,SKU-SERVICES-001
2025-08-16,115274.89,41511.1,73763.79,SKU-SERVICES-001
2025-08-17,117771.92,46657.29,71114.63,SKU-SERVICES-001
2025-08-18,137325.35,49565.36,87759.99,SKU-SERVICES-001
2025-08-19,108564.65,47644.22,60920.43,SKU-SERVICES-006
2025-08-20,144828.19,61840.06,82988.13,SKU-SERVICES-001
2025-08-21,119890.93,50692.82,69198.12,SKU-SERVICES-001
2025-08-22,125799.48,49293.98,76505.5,SKU-SERVICES-001
2025-08-23,138368.62,59990.02,78378.6,SKU-SERVICES-001
2025-08-24,102703.92,38695.35,64008.57,SKU-SERVICES-008
2025-08-25,136471.45,54138.82,82332.63,SKU-SERVICES-001
2025-08-26,122773.32,51234.74,71538.58,SKU-SERVICES-001
2025-08-27,130403.23,50530.27,79872.96,SKU-SERVICES-001
2025-08-28,109017.1,41963.12,67053.97,SKU-SERVICES-001
2025-08-29,126941.36,53465.02,73476.33,SKU-SERVICES-007
2025-08-30,117381.81,49041.55,68340.26,SKU-SERVICES-004
2025-08-31,147820.11,60955.73,86864.38,SKU-SERVICES-010
2025-09-01,110770.32,40168.0,70602.32,SKU-SERVICES-001
2025-09-02,121239.81,45775.39,75464.42,SKU-SERVICES-018
2025-09-03,129914.46,51023.32,78891.14,SKU-SERVICES-017
2025-09-04,145632.33,60011.31,85621.02,SKU-SERVICES-001
2025-09-05,120758.56,45338.2,75420.36,SKU-SERVICES-011
2025-09-06,122851.04,46450.1,76400.94,SKU-SERVICES-001
2025-09-07,126629.5,54493.98,72135.52,SKU-SERVICES-006
2025-09-08,106610.15,40021.54,66588.61,SKU-SERVICES-001
2025-09-09,121882.94,43928.37,77954.56,SKU-SERVICES-016
2025-09-10,105719.28,40468.6,65250.68,SKU-SERVICES-001
2025-09-11,130149.43,50469.94,79679.49,SKU-SERVICES-018
2025-09-12,130893.24,55795.57,75097.67,SKU-SERVICES-001
2025-09-13,153600.61,56978.1,96622.51,SKU-SERVICES-004
2025-09-14,107992.74,43915.19,64077.55,SKU-SERVICES-001
2025-09-15,116163.17,44781.87,71381.31,SKU-SERVICES-017
2025-09-16,150974.87,65439.55,85535.32,SKU-SERVICES-014
2025-09-17,147458.45,55870.96,91587.49,SKU-SERVICES-012
2025-09-18,113525.55,45460.66,68064.89,SKU-SERVICES-001
2025-09-19,147498.11,56569.45,90928.66,SKU-SERVICES-001
2025-09-20,107965.94,41231.85,66734.09,SKU-SERVICES-001
2025-09-21,141691.32,55203.17,86488.15,SKU-SERVICES-001
2025-09-22,121253.43,49983.32,71270.11,SKU-SERVICES-012
2025-09-23,112512.54,42520.55,69991.98,SKU-SERVICES-014
2025-09-24,153003.99,57943.85,95060.14,SKU-SERVICES-014
2025-09-25,155513.17,58351.48,97161.69,SKU-SERVICES-001
2025-09-26,150553.76,56210.06,94343.7,SKU-SERVICES-004
2025-09-27,116612.92,50975.33,65637.59,SKU-SERVICES-001
2025-09-28,114191.13,42037.12,72154.02,SKU-SERVICES-001
2025-09-29,129802.93,51639.68,78163.25,SKU-SERVICES-010
2025-09-30,139675.42,58578.85,81096.57,SKU-SERVICES-001
2025-10-01,110880.14,43045.39,67834.75,SKU-SERVICES-019
2025-10-02,124235.11,46603.05,77632.06,SKU-SERVICES-001
2025-10-03,129490.67,51615.62,77875.05,SKU-SERVICES-008
2025-10-04,138473.01,56672.06,81800.94,SKU-SERVICES-001
2025-10-05,116681.54,45084.17,71597.37,SKU-SERVICES-001
2025-10-06,126294.59,46573.18,79721.4,SKU-SERVICES-016
2025-10-07,109005.95,46514.44,62491.51,SKU-SERVICES-005
2025-10-08,127594.06,47222.19,80371.87,SKU-SERVICES-001
2025-10-09,145477.58,56297.07,89180.51,SKU-SERVICES-001
2025-10-10,139055.7,58031.53,81024.16,SKU-SERVICES-001
2025-10-11,142971.78,53362.58,89609.2,SKU-SERVICES-001
2025-10-12,156601.63,68586.95,88014.67,SKU-SERVICES-004
2025-10-13,123961.54,52467.73,71493.81,SKU-SERVICES-001
2025-10-14,114794.04,48241.48,66552.56,SKU-SERVICES-001
2025-10-15,108828.55,42628.55,66200.0,SKU-SERVICES-001
2025-10-16,123087.63,49204.28,73883.35,SKU-SERVICES-001
2025-10-17,112068.16,47019.06,65049.09,SKU-SERVICES-001
2025-10-18,114711.0,44864.58,69846.42,SKU-SERVICES-017
2025-10-19,144909.96,57169.39,87740.57,SKU-SERVICES-001
2025-10-20,153489.08,60729.5,92759.58,SKU-SERVICES-001
2025-10-21,109394.21,48037.39,61356.83,SKU-SERVICES-001
2025-10-22,145528.85,54922.05,90606.79,SKU-SERVICES-003
2025-10-23,139079.09,51430.56,87648.52,SKU-SERVICES-012
2025-10-24,118892.81,45926.62,72966.19,SKU-SERVICES-001
2025-10-25,137434.72,53533.6,83901.12,SKU-SERVICES-001
2025-10-26,155166.26,58534.58,96631.67,SKU-SERVICES-001
2025-10-27,111761.48,46169.45,65592.03,SKU-SERVICES-001
2025-10-28,154181.79,56874.34,97307.44,SKU-SERVICES-001
2025-10-29,116739.54,45864.66,70874.88,SKU-SERVICES-001
2025-10-30,132564.53,49489.72,83074.82,SKU-SERVICES-001
2025-10-31,148915.81,53776.61,95139.2,SKU-SERVICES-001
2025-11-01,124904.69,53855.91,71048.78,SKU-SERVICES-001
2025-11-02,150866.27,62848.79,88017.48,SKU-SERVICES-020
2025-11-03,117824.07,49416.09,68407.98,SKU-SERVICES-001
2025-11-04,117607.26,47620.22,69987.04,SKU-SERVICES-001
2025-11-05,106942.47,39999.06,66943.41,SKU-SERVICES-001
2025-11-06,141076.3,58693.98,82382.32,SKU-SERVICES-001
2025-11-07,133965.13,54565.13,79400.0,SKU-SERVICES-001
2025-11-08,133655.9,57782.84,75873.07,SKU-SERVICES-011
2025-11-09,138296.04,51706.65,86589.39,SKU-SERVICES-008
